date,open,high,low,close,vol,50,100,200
2017-11-21 21:00:00,8091.09,8322.68,8091.09,8205.92,3545.00571,6601.151,,
2017-11-22 21:00:00,8233.03,8260.0,8000.0,8019.99,4093.952687,6654.901,,
2017-11-23 21:00:00,8019.97,8369.0,7850.0,8138.0,4411.789112,6715.60125,5270.6666,
2017-11-24 21:00:00,8138.99,8734.78,8090.0,8700.01,4292.623682,6789.101,5314.8159,
2017-11-25 21:00:00,8700.04,9350.0,8604.72,9128.02,4147.380237,6877.4265,5365.0124,
2017-11-26 21:00:00,9128.0,9654.28,9112.04,9650.0,4521.625707,6980.875,5420.1126,
2017-11-27 21:00:00,9650.0,9939.0,9570.5,9896.8,4917.210985,7086.197499999999,5478.2177,
2017-11-28 21:00:00,9896.79,11300.03,8520.0,9687.88,13352.538715,7178.144249999999,5534.9365,
2017-11-29 21:00:00,9687.88,10900.0,8850.8,9838.96,9389.574329,7273.494000000001,5592.9261,
2017-11-30 21:00:00,9837.0,10898.0,9380.0,10782.99,6134.923633,7394.318249999999,5659.6159,
2017-12-01 21:00:00,10775.04,11190.0,10620.0,10890.01,4765.439757,7518.67025,5725.3559,
2017-12-02 21:00:00,10902.69,11825.0,10500.0,11165.41,5346.636524,7660.879749999998,5794.2032,
2017-12-03 21:00:00,11165.41,11600.0,10802.0,11579.0,4663.424562,7808.104999999999,5866.6188,
2017-12-04 21:00:00,11571.03,11853.0,11447.68,11699.99,5550.732055,7954.060499999998,5940.518599999999,
2017-12-05 21:00:00,11699.99,13615.23,11665.58,13550.05,6707.946319,8148.590999999998,6032.1522,
2017-12-06 21:00:00,13541.01,16649.96,13050.0,16599.0,7487.065695,8420.574999999997,6152.267400000001,
2017-12-07 21:00:00,16599.0,17204.99,14015.0,15880.0,17589.013136,8663.325499999997,6265.5160000000005,
2017-12-08 21:00:00,15880.01,16269.3,12535.0,14656.07,13918.758687,8876.714749999997,6364.8278,
2017-12-09 21:00:00,14664.01,15720.12,12368.0,14899.98,16553.037173,9087.639249999997,6465.4785,
2017-12-10 21:00:00,14946.26,17470.0,14901.08,16587.97,11820.401762,9333.488999999998,6586.636799999999,
2017-12-11 21:00:00,16587.97,16976.45,15875.0,16349.99,9436.802411,9566.739249999999,6705.0459,
2017-12-12 21:00:00,16349.99,16546.0,14666.56,16033.29,12416.328801,9789.695499999998,6824.3777,
2017-12-13 21:00:00,16030.34,16445.0,15450.0,16334.98,11616.867151,10014.142749999997,6944.062800000001,
2017-12-14 21:00:00,16334.98,17991.0,16298.45,17539.83,9181.273947,10269.013249999998,7073.2634,
2017-12-15 21:00:00,17516.81,19539.0,17190.01,19102.66,4202.628709,10572.576749999997,7217.3739000000005,
2017-12-16 21:00:00,19120.19,19798.68,18510.0,18860.02,9177.183434,10867.476249999998,7363.1461,
2017-12-17 21:00:00,18860.04,19300.0,17029.98,18856.25,10624.633071,11156.307499999999,7509.120499999999,
2017-12-18 21:00:00,18856.25,18950.0,16300.0,17295.2,13210.74822,11411.68775,7640.768799999999,
2017-12-19 21:00:00,17295.2,17720.35,14777.66,16488.98,13450.496693,11661.237749999998,7763.573899999999,
2017-12-20 21:00:00,16480.52,17309.5,14022.0,15492.64,20324.2173,11892.4275,7876.8631,
2017-12-21 21:00:00,15514.03,15699.34,10961.0,13326.61,36076.271175,12080.317,7970.6822999999995,
2017-12-22 21:00:00,13326.61,14950.0,12978.18,13300.0,13141.538875,12251.167249999999,8071.7921,
2017-12-23 21:00:00,13300.0,13819.99,11640.0,13500.0,28557.534988,12424.2925,8169.7921,
2017-12-24 21:00:00,13500.0,14300.0,12708.0,13699.34,15748.207607,12585.7745,8269.636,
2017-12-25 21:00:00,13699.34,16050.0,13533.0,15689.01,15034.668104,12781.38725,8389.5262,
2017-12-26 21:00:00,15709.98,16498.05,14200.15,15459.99,14959.864723,12975.40725,8503.776,
2017-12-27 21:00:00,15459.97,15539.99,13150.0,14182.11,21717.858014,13135.911500000002,8606.4967,
2017-12-28 21:00:00,14199.14,14981.0,13850.0,14378.9,18072.008116,13294.434000000003,8711.2857,
2017-12-29 21:00:00,14378.99,14398.85,11750.0,12440.01,19221.158039,13400.134250000003,8799.5859,
2017-12-30 21:00:00,12345.1,14050.11,12149.98,13716.36,11768.989718,13540.055500000002,8900.790799999999,
2017-12-31 21:00:00,13715.65,13818.55,12750.0,13380.0,8609.915844,13669.407500000001,8996.790799999999,
2018-01-01 21:00:00,13382.16,15473.49,12890.02,14675.11,20078.092111,13835.785500000002,9106.9417,
2018-01-02 21:00:00,14690.0,15307.56,14150.0,14919.51,15905.667639,14005.323250000001,9216.9293,
2018-01-03 21:00:00,14919.51,15280.0,13918.04,15059.54,21329.649574,14164.311500000002,9328.7012,
2018-01-04 21:00:00,15059.56,17176.24,14600.0,16960.39,23251.491125,14360.120750000002,9456.3751,
2018-01-05 21:00:00,16960.39,17143.13,16011.21,17069.79,18571.457508,14545.615500000004,9585.328000000001,
2018-01-06 21:00:00,17069.79,17099.96,15610.0,16150.03,12493.125558,14701.946250000003,9705.081400000001,
2018-01-07 21:00:00,16218.85,16322.3,12812.0,14902.54,26600.609912,14832.312750000003,9810.321700000002,
2018-01-08 21:00:00,14902.54,15500.0,14011.05,14400.0,14315.004253,14946.338750000004,9910.536900000001,
2018-01-09 21:00:00,14401.0,14955.66,13131.31,14907.09,17411.001655,15049.441250000003,10015.807800000002,
2018-01-10 21:00:00,14940.0,14968.68,11400.0,13238.78,33554.723751,15108.160500000004,10105.095600000002,
2018-01-11 21:00:00,13238.76,14109.78,12500.0,13740.01,16417.162137,15172.525500000003,10200.409800000001,
2018-01-12 21:00:00,13749.95,14580.0,13706.15,14210.0,12221.508528,15238.300500000003,10299.585500000001,
2018-01-13 21:00:00,14210.0,14339.5,12569.2,13474.99,17017.894329,15282.675500000003,10390.645400000001,
2018-01-14 21:00:00,13477.98,14249.99,13147.79,13539.93,14652.094705,15282.422500000004,10481.814700000003,
2018-01-15 21:00:00,13500.0,13542.93,9035.0,10900.0,63401.169175,15139.947500000004,10544.414700000001,
2018-01-16 21:00:00,10899.99,11680.99,9037.94,10988.79,72331.796646,15017.667250000004,10606.433100000002,
2018-01-17 21:00:00,10972.59,11878.82,10435.33,10961.97,48464.434937,14925.314750000005,10668.222200000002,
2018-01-18 21:00:00,10960.0,11795.0,10360.0,11474.98,34129.375421,14839.689750000005,10734.757700000002,
2018-01-19 21:00:00,11474.98,13099.0,11412.45,12799.94,28768.857827,14744.989000000005,10808.457100000001,
2018-01-20 21:00:00,12799.8,12799.8,10965.0,11530.0,41379.773426,14624.489250000004,10867.257300000003,
2018-01-21 21:00:00,11530.0,11926.35,9900.24,10760.05,43752.606791,14492.658250000004,10916.157900000002,
2018-01-22 21:00:00,10760.05,11399.0,9905.0,10799.18,37473.922552,14354.263250000007,10967.049800000003,
2018-01-23 21:00:00,10799.14,11570.48,10500.0,11349.99,27158.587762,14199.517250000008,11022.949500000002,
2018-01-24 21:00:00,11349.96,11794.05,10950.21,11175.27,20839.954183,14001.332500000008,11078.752200000003,
2018-01-25 21:00:00,11184.7,11643.0,10311.15,11089.0,33056.87196,13807.057000000006,11134.521600000002,
2018-01-26 21:00:00,11089.0,11650.0,10842.69,11491.0,18860.768345,13622.925750000006,11192.592600000002,
2018-01-27 21:00:00,11499.98,12244.0,11408.0,11879.95,16887.339524,13487.544500000007,11251.292000000001,
2018-01-28 21:00:00,11879.95,11975.02,11139.55,11251.0,14170.377538,13356.595000000007,11303.552300000003,
2018-01-29 21:00:00,11250.11,11308.42,9900.0,10237.51,25554.372946,13225.216750000007,11346.427200000002,
2018-01-30 21:00:00,10230.0,10425.85,9700.0,10285.1,18015.956805,13149.179000000007,11390.118900000003,
2018-01-31 21:00:00,10285.1,10335.0,8750.99,9224.52,33564.764311,13047.292000000007,11427.593800000004,
2018-02-01 21:00:00,9224.52,9250.0,8010.02,8873.03,49971.626975,12931.617750000009,11459.424200000003,
2018-02-02 21:00:00,8873.03,9473.01,8229.0,9199.96,28725.000735,12819.133250000006,11492.806100000003,
2018-02-03 21:00:00,9199.96,9368.0,7930.0,8184.81,32014.308449,12631.528250000007,11516.965900000003,
2018-02-04 21:00:00,8179.99,8382.8,6625.0,6939.99,63403.182579,12418.528250000007,11529.169400000004,
2018-02-05 21:00:00,6939.63,7878.0,6000.01,7652.14,100201.500307,12255.279000000006,11543.991000000004,
2018-02-06 21:00:00,7655.02,8476.0,7150.01,7599.0,60778.460497,12085.781500000006,11558.776000000003,
2018-02-07 21:00:00,7599.0,7844.0,7572.09,7784.02,1521.537318,11969.381750000006,11571.986200000003,
2018-02-08 21:00:00,7789.9,8738.0,7789.9,8683.92,20482.910825,11843.570750000006,11591.285600000003,
2018-02-09 21:00:00,8683.93,9065.78,8120.0,8533.98,49381.512653,11722.420250000006,11606.425600000002,
2018-02-10 21:00:00,8533.99,8549.0,7726.53,8063.88,45025.187952,11557.139500000007,11615.914,
2018-02-11 21:00:00,8063.82,8989.0,8053.0,8903.0,41987.85049,11406.726750000005,11631.3731,
2018-02-12 21:00:00,8903.0,8950.0,8351.0,8539.9,35454.972956,11243.735750000007,11643.322,
2018-02-13 21:00:00,8535.17,9489.6,8533.0,9449.99,40811.952867,11055.975750000007,11668.220699999998,
2018-02-14 21:00:00,9449.98,10219.5,9301.5,10000.09,52427.596715,10879.233250000008,11697.581199999999,
2018-02-15 21:00:00,10000.89,10323.37,9666.0,10159.98,38161.205974,10729.482000000007,11726.150999999998,
2018-02-16 21:00:00,10156.07,11075.07,10050.0,11039.55,41882.108407,10632.907250000007,11765.746599999999,
2018-02-17 21:00:00,11039.55,11274.0,10080.0,10383.43,61137.380728,10532.493000000006,11804.511099999998,
2018-02-18 21:00:00,10375.01,11250.0,10270.33,11153.0,40831.417131,10438.640750000006,11853.590599999998,
2018-02-19 21:00:00,11147.11,11786.01,11100.59,11200.99,48153.354288,10387.696000000005,11907.490199999998,
2018-02-20 21:00:00,11195.07,11304.03,10200.0,10437.6,68113.818754,10305.135750000005,11947.206299999998,
2018-02-21 21:00:00,10439.02,10933.44,9679.0,9811.04,67060.166483,10195.161750000003,11979.566799999999,
2018-02-22 21:00:00,9815.55,10435.0,9570.19,10131.04,57202.70237,10111.563000000004,12008.4766,
2018-02-23 21:00:00,10131.04,10496.97,9352.0,9694.51,40888.156299,10015.427500000003,12026.776699999999,
2018-02-24 21:00:00,9694.51,9847.0,9274.8,9590.0,28373.517586,9982.677500000003,12045.684799999999,
2018-02-25 21:00:00,9590.0,10444.32,9350.0,10324.0,34878.292756,9966.057750000004,12071.305400000001,
2018-02-26 21:00:00,10321.0,10870.0,10121.0,10569.04,30705.385123,9956.234500000004,12096.615800000001,
2018-02-27 21:00:00,10584.33,11098.0,10300.0,10326.76,30800.983782,9927.529000000006,12117.763400000002,
2018-02-28 21:00:00,10325.64,11060.41,10240.0,10920.0,25092.55393,9880.530500000004,12145.768300000002,
2018-03-01 21:00:00,10923.36,11200.0,10770.0,11039.0,23910.71009,9868.255500000005,12174.099100000001,
2018-03-02 21:00:00,11038.99,11544.0,11015.01,11464.48,21287.15328,9885.866250000005,12208.544000000002,
2018-03-03 21:00:00,11464.47,11565.0,11050.02,11515.0,17295.918653,9903.761750000005,12242.314000000002,8756.4903
2018-03-04 21:00:00,11515.0,11710.0,11415.01,11454.0,15144.231063,9906.362000000005,12269.853900000002,8792.334899999998
2018-03-05 21:00:00,11455.0,11455.0,10555.48,10716.48,29515.572363,9894.892250000004,12285.738500000001,8825.375449999998
2018-03-06 21:00:00,10716.48,10899.0,9389.31,9910.0,50647.67108,9865.417250000004,12288.338500000002,8854.225549999997
2018-03-07 21:00:00,9910.0,10099.0,9060.0,9271.64,41109.473226,9809.933250000006,12282.0869,8880.152299999998
2018-03-08 21:00:00,9267.07,9410.0,8329.0,9227.0,64112.291407,9743.609500000004,12277.4781,8906.207299999998
2018-03-09 21:00:00,9230.0,9490.0,8667.07,8770.22,37180.012857,9681.590000000004,12266.790700000001,8929.858399999997
2018-03-10 21:00:00,8770.22,9740.0,8450.0,9533.57,44325.973386,9663.991500000004,12254.296500000002,8956.956199999997
2018-03-11 21:00:00,9533.57,9888.88,8780.0,9131.34,42230.77793,9635.147500000005,12236.709800000002,8981.032849999998
2018-03-12 21:00:00,9131.34,9474.0,8823.0,9150.0,40191.409358,9633.284500000005,12216.555700000003,9005.379449999999
2018-03-13 21:00:00,9151.92,9333.78,7900.28,8170.0,49708.094108,9615.708750000003,12182.465700000002,9024.542249999999
2018-03-14 21:00:00,8184.01,8430.0,7650.0,8240.98,52291.022277,9591.734250000003,12147.875600000003,9044.197099999998
2018-03-15 21:00:00,8240.98,8611.64,7900.0,8260.0,38815.409893,9593.614000000003,12094.975100000003,9063.563649999998
2018-03-16 21:00:00,8260.0,8348.62,7721.99,7824.8,33110.206329,9615.734250000003,12007.233100000003,9079.75025
2018-03-17 21:00:00,7824.01,8317.4,7322.0,8189.99,59488.231711,9629.180500000002,11930.333000000002,9097.9245
2018-03-18 21:00:00,8189.0,8705.23,8088.4,8600.0,55297.084942,9654.205500000002,11869.772300000002,9117.30005
2018-03-19 21:00:00,8595.01,9050.0,8280.0,8909.98,44865.105835,9682.354500000001,11809.872300000003,9137.6754
2018-03-20 21:00:00,8909.96,9177.01,8750.6,8885.0,39972.405371,9687.381500000001,11732.842600000002,9159.7397
2018-03-21 21:00:00,8884.82,9100.0,8465.1,8722.9,40617.556809,9692.104500000003,11656.571700000002,9180.8088
2018-03-22 21:00:00,8720.0,8909.0,8269.0,8898.03,39991.007666,9712.958250000003,11585.219100000002,9204.7984
2018-03-23 21:00:00,8898.04,8999.95,8491.0,8546.86,35466.609572,9704.054750000003,11507.337900000002,9225.700350000001
2018-03-24 21:00:00,8531.25,8669.85,8365.77,8470.15,29001.769316,9702.311000000003,11416.6411,9244.95225
2018-03-25 21:00:00,8470.14,8514.89,7831.0,8134.23,44033.59566,9669.417000000003,11306.956800000002,9262.16535
2018-03-26 21:00:00,8134.22,8215.94,7730.0,7795.51,37427.64805,9614.302500000002,11196.311700000002,9279.728899999998
2018-03-27 21:00:00,7795.51,8109.0,7728.0,7949.3,26401.33167,9559.035500000002,11087.242200000002,9298.181349999999
2018-03-28 21:00:00,7949.3,7975.0,6941.11,7090.14,54620.915125,9460.300250000004,10985.191600000002,9312.980199999998
2018-03-29 21:00:00,7090.16,7292.43,6600.1,6840.23,65306.031976,9371.720250000002,10888.7041,9326.138999999997
2018-03-30 21:00:00,6840.24,7223.36,6777.0,6923.91,36868.539087,9265.993000000002,10803.016800000001,9339.939949999998
2018-03-31 21:00:00,6922.0,7049.98,6430.0,6813.01,44071.430463,9156.293500000003,10737.8808,9354.281549999998
2018-04-01 21:00:00,6813.01,7125.0,6765.0,7056.0,32123.560072,9071.753500000003,10675.4408,9373.616449999998
2018-04-02 21:00:00,7063.97,7520.0,7011.01,7405.21,37787.331811,9011.607750000005,10614.492900000001,9392.142499999998
2018-04-03 21:00:00,7405.21,7427.52,6707.0,6796.1,42227.183804,8928.234250000005,10545.460500000001,9407.548249999998
2018-04-04 21:00:00,6796.1,6902.0,6566.69,6770.76,39029.73146,8855.140500000005,10456.278,9422.9021
2018-04-05 21:00:00,6770.0,6850.0,6500.0,6601.39,27455.01192,8780.425250000004,10367.692,9435.733999999999
2018-04-06 21:00:00,6601.39,7070.0,6586.28,6895.8,32269.578267,8694.720250000004,10294.8289,9450.662799999998
2018-04-07 21:00:00,6895.81,7109.13,6880.0,7018.0,21427.673165,8605.944250000004,10221.2199,9466.252799999998
2018-04-08 21:00:00,7011.04,7185.0,6611.0,6782.72,34078.297206,8517.343250000004,10164.646999999999,9482.116449999998
2018-04-09 21:00:00,6781.55,6890.0,6656.0,6843.9,22326.728095,8415.440750000005,10095.9224,9498.356599999997
2018-04-10 21:00:00,6839.56,6990.0,6787.0,6953.79,23997.871177,8313.310500000003,10031.6603,9514.225549999997
2018-04-11 21:00:00,6953.78,8012.23,6743.2,7923.0,64861.595987,8224.773500000005,9964.1392,9535.540449999997
2018-04-12 21:00:00,7922.99,8233.39,7732.0,7877.41,55044.523148,8133.833750000003,9893.718200000001,9555.323749999996
2018-04-13 21:00:00,7877.48,8186.0,7810.0,7999.01,31621.286357,8047.459000000004,9823.1129,9575.907049999996
2018-04-14 21:00:00,8004.0,8429.54,7999.02,8355.0,27946.720444,7988.422000000004,9737.059000000001,9596.717049999996
2018-04-15 21:00:00,8355.07,8419.0,7867.0,8064.92,36664.069715,7942.295000000004,9647.0103,9616.169149999996
2018-04-16 21:00:00,8064.92,8173.7,7825.4,7885.02,32152.603567,7907.629500000005,9564.360200000001,9634.720799999996
2018-04-17 21:00:00,7890.96,8236.43,7868.0,8173.0,26969.04457,7881.279500000004,9497.0648,9653.693249999997
2018-04-18 21:00:00,8173.99,8296.0,8080.0,8278.0,27113.847464,7868.974000000005,9435.844799999999,9673.190849999995
2018-04-19 21:00:00,8273.84,8930.0,8177.09,8856.98,39795.337485,7852.059250000004,9375.3437,9695.575749999996
2018-04-20 21:00:00,8852.12,9035.0,8565.0,8915.31,40872.229909,7846.658500000003,9332.109,9718.602299999997
2018-04-21 21:00:00,8915.31,9020.67,8727.68,8787.02,29458.25348,7837.584000000004,9282.5791,9741.494449999997
2018-04-22 21:00:00,8785.7,8985.0,8745.0,8934.01,25838.114709,7856.684250000004,9229.8192,9764.702349999996
2018-04-23 21:00:00,8934.0,9731.01,8922.0,9619.99,46268.790106,7891.159500000004,9191.2692,9790.957299999996
2018-04-24 21:00:00,9618.96,9759.82,8730.0,8869.99,81110.037589,7906.409250000004,9144.5698,9813.192249999996
2018-04-25 21:00:00,8869.99,9307.48,8651.62,9266.0,43300.304245,7942.439250000005,9128.2298,9836.322249999996
2018-04-26 21:00:00,9267.03,9395.0,8889.0,8915.35,37241.347036,7960.573250000004,9107.4954,9856.964249999997
2018-04-27 21:00:00,8915.35,9427.48,8870.0,9348.0,34759.62842,7979.273250000004,9091.3557,9879.788949999996
2018-04-28 21:00:00,9348.0,9570.51,9163.74,9419.0,38149.850035,7991.998750000004,9070.7959,9902.776799999998
2018-04-29 21:00:00,9417.04,9458.64,9124.99,9246.01,35002.033875,8001.024000000005,9035.2566,9921.856849999996
2018-04-30 21:00:00,9246.01,9248.99,8800.49,9071.48,41018.463633,8009.738500000004,9010.6714,9938.964349999997
2018-05-01 21:00:00,9071.48,9268.0,8970.2,9247.84,26123.543961,8018.483750000004,8995.549299999999,9955.853599999997
2018-05-02 21:00:00,9247.81,9844.0,9168.4,9750.0,38768.388288,8048.5622500000045,8985.057499999999,9976.053649999998
2018-05-03 21:00:00,9750.0,9830.04,9520.85,9713.99,28681.588879,8079.658250000003,8968.697499999998,9995.823499999997
2018-05-04 21:00:00,9714.0,10020.0,9682.0,9864.0,24990.018345,8122.902500000004,8955.584799999999,10017.168499999998
2018-05-05 21:00:00,9863.99,9970.0,9417.03,9659.01,27690.351559,8169.490000000003,8941.284899999999,10037.903249999998
