time,close,high,low,open,Adj Close,Volume
11/17/2014,387.40799,410.199005,377.502014,388.348999,387.40799,41518800
11/18/2014,375.197998,392.402008,371.117004,387.785004,375.197998,32222500
11/19/2014,380.554993,386.480988,373.895996,373.895996,380.554993,18931800
11/20/2014,357.839996,382.024994,356.781006,380.307007,357.839996,25233200
11/21/2014,350.847992,357.878998,344.112,357.878998,350.847992,29850100
11/22/2014,352.920013,364.841003,350.877991,351.604004,352.920013,15273000
11/23/2014,367.572998,370.845001,353.174988,353.174988,367.572998,15151600
11/24/2014,376.901001,387.209015,366.669006,366.947998,376.901001,30930100
11/25/2014,375.347992,394.700989,374.783997,376.885986,375.347992,25442200
11/26/2014,368.369995,377.697998,365.81601,376.019012,368.369995,18601700
11/27/2014,369.670013,373.992004,368.282013,370.502014,369.670013,8748030
11/28/2014,376.446991,382.838013,358.454987,369.373993,376.446991,22946500
11/29/2014,375.490997,387.601013,372.144989,376.152008,375.490997,15375600
11/30/2014,378.046997,382.527008,373.30899,375.51001,378.046997,9194440
12/1/2014,379.244995,383.661987,376.669006,378.248993,379.244995,11763000
12/2/2014,381.315002,384.037994,377.863007,379.25,381.315002,12364100
12/3/2014,375.01001,383.026001,374.346008,381.721985,375.01001,13340100
12/4/2014,369.604004,378.654999,367.759003,375.717987,369.604004,14529600
12/5/2014,376.854004,379.191986,365.756012,369.441986,376.854004,15181800
12/6/2014,374.785004,378.447998,370.945007,376.756989,374.785004,7009320
12/7/2014,375.095001,376.291992,373.274994,374.835999,375.095001,6491650
12/8/2014,361.908997,376.028992,361.885986,374.964996,361.908997,18898700
12/9/2014,352.218994,363.066986,344.950989,361.894989,352.218994,32915500
12/10/2014,346.36499,352.384003,346.36499,352.204987,346.36499,16427700
12/11/2014,350.506012,361.356995,338.763,344.339996,350.506012,32431300
12/12/2014,352.541992,352.983002,349.290985,350.833008,352.541992,16989800
12/13/2014,347.376007,352.381012,346.588013,352.381012,347.376007,11675900
12/14/2014,351.631989,353.31601,345.417999,346.72699,351.631989,12415200
12/15/2014,345.345001,351.815002,344.93399,351.360992,345.345001,17264200
12/16/2014,327.062012,345.859009,327.062012,345.673004,327.062012,30864900
12/17/2014,319.776001,333.95401,315.152008,326.855011,319.776001,37567900
12/18/2014,311.395996,323.709015,304.231995,319.785004,311.395996,39173000
12/19/2014,317.842987,318.53299,306.769012,311.178986,317.842987,23823100
12/20/2014,329.955994,330.325012,316.044006,317.618988,329.955994,20856700
12/21/2014,320.842987,329.628998,318.903015,329.542999,320.842987,15207600
12/22/2014,331.885986,334.117004,320.424988,321.067993,331.885986,22315100
12/23/2014,334.571991,336.286987,329.60199,332.016998,334.571991,16574200
12/24/2014,322.533997,334.740997,321.356995,334.38501,322.533997,15092300
12/25/2014,319.007996,322.670013,316.958008,322.286011,319.007996,9883640
12/26/2014,327.924011,331.424011,316.627014,319.152008,327.924011,16410500
12/27/2014,315.863007,328.911011,312.630005,327.583008,315.863007,15185200
12/28/2014,317.239014,320.028015,311.078003,316.160004,317.239014,11676600
12/29/2014,312.670013,320.266998,312.307007,317.700989,312.670013,12302500
12/30/2014,310.737,314.80899,309.372986,312.718994,310.737,12528300
12/31/2014,320.192993,320.192993,310.210999,310.914001,320.192993,13942900
1/1/2015,314.248993,320.434998,314.002991,320.434998,314.248993,8036550
1/2/2015,315.032013,315.838989,313.565002,314.07901,315.032013,7860650
1/3/2015,281.082001,315.149994,281.082001,314.846008,281.082001,33054400
1/4/2015,264.195007,287.230011,257.612,281.145996,264.195007,55629100
1/5/2015,274.473999,278.341003,265.084015,265.084015,274.473999,43962800
1/6/2015,286.188995,287.553009,272.696014,274.610992,286.188995,23245700
1/7/2015,294.337006,298.753998,283.07901,286.076996,294.337006,24866800
1/8/2015,283.348999,294.13501,282.174988,294.13501,283.348999,19982500
1/9/2015,290.40799,291.114014,280.53299,282.382996,290.40799,18718600
1/10/2015,274.79599,288.127014,273.966003,287.303009,274.79599,15264300
1/11/2015,265.660004,279.638,265.039001,274.608002,265.660004,18200800
1/12/2015,267.79599,272.203003,265.200012,266.145996,267.79599,18880300
1/13/2015,225.860992,268.277008,219.906006,267.394012,225.860992,72843904
1/14/2015,178.102997,223.893997,171.509995,223.893997,178.102997,97638704
1/15/2015,209.843994,229.067001,176.897003,176.897003,209.843994,81773504
1/16/2015,208.097,221.591003,199.770996,209.070007,208.097,38421000
1/17/2015,199.259995,211.731003,194.875,207.834,199.259995,23469700
1/18/2015,210.339005,218.695007,194.505997,200.050003,210.339005,30085100
1/19/2015,214.860992,216.727997,207.317993,211.470993,214.860992,18658300
1/20/2015,211.315002,215.240997,205.153,212.906998,211.315002,24051100
1/21/2015,226.897003,227.787994,211.212006,211.378006,226.897003,29924600
1/22/2015,233.406006,237.018997,226.434006,227.322006,233.406006,33544600
1/23/2015,232.878998,234.845001,225.195999,233.516998,232.878998,24621700
1/24/2015,247.847,248.210007,230.022003,232.699997,247.847,24782500
1/25/2015,253.718002,255.074005,243.889999,247.352005,253.718002,33582700
1/26/2015,273.472992,309.384003,254.078995,254.078995,273.472992,106794000
1/27/2015,263.475006,275.480011,250.653,273.166992,263.475006,44399000
1/28/2015,233.914993,266.535004,227.046005,263.351013,233.914993,44352200
1/29/2015,233.513,238.705994,220.712006,233.348007,233.513,32213400
1/30/2015,226.425003,242.850998,225.839005,232.772003,226.425003,26605200
1/31/2015,217.464005,233.503998,216.309006,226.440994,217.464005,23348200
2/1/2015,226.972,231.574005,212.014999,216.867004,226.972,29128500
2/2/2015,238.229004,242.175003,222.658997,226.490997,238.229004,30612100
2/3/2015,227.268005,245.957001,224.483002,237.453995,227.268005,40783700
2/4/2015,226.852997,230.057999,221.113007,227.511002,226.852997,26594300
2/5/2015,217.110992,239.404999,214.725006,227.664993,217.110992,22516400
2/6/2015,222.266006,230.509995,216.231995,216.923004,222.266006,24435300
2/7/2015,227.753998,230.298996,222.606995,222.632996,227.753998,21604200
2/8/2015,223.412003,229.438004,221.076996,227.692993,223.412003,17145200
2/9/2015,220.110001,223.977005,217.018997,223.389008,220.110001,27791300
2/10/2015,219.839005,221.807007,215.332001,220.281998,219.839005,21115100
2/11/2015,219.184998,223.406006,218.074005,219.731995,219.184998,17201900
2/12/2015,221.764008,222.199005,217.613998,219.207993,221.764008,15206200
2/13/2015,235.427002,240.259003,221.261993,221.968994,235.427002,42744400
2/14/2015,257.321014,259.808014,235.528,235.528,257.321014,49732500
2/15/2015,234.824997,265.610992,227.684006,257.506989,234.824997,56552400
2/16/2015,233.843002,239.520996,229.022003,234.824997,233.843002,28153700
2/17/2015,243.610001,245.774994,232.313995,233.421997,243.610001,27363100
2/18/2015,236.326004,244.251007,232.339996,243.779999,236.326004,25200800
2/19/2015,240.283005,242.671997,235.591995,236.410004,240.283005,18270500
2/20/2015,243.779007,247.100998,239.298996,240.251007,243.779007,23876700
2/21/2015,244.533997,255.320007,243.184006,243.751999,244.533997,12284200
2/22/2015,235.977005,246.391998,233.850998,244.544006,235.977005,19527000
2/23/2015,238.891998,240.108994,232.421005,235.994995,238.891998,16400000
2/24/2015,238.735001,239.901001,236.401993,238.998001,238.735001,14200400
2/25/2015,237.470001,239.339996,235.529999,238.889999,237.470001,11496200
2/26/2015,236.425995,237.710007,234.257004,237.337006,236.425995,13619400
2/27/2015,253.828003,256.653015,236.436005,236.436005,253.828003,44013900
2/28/2015,254.263,254.692001,249.479004,253.520004,254.263,13949300
3/1/2015,260.201996,261.660004,245.932999,254.283005,260.201996,25213700
3/2/2015,275.670013,276.300995,258.312988,260.356995,275.670013,40465700
3/3/2015,281.701996,285.79599,268.161011,275.04599,281.701996,50461300
3/4/2015,273.09201,284.225006,268.126007,281.98999,273.09201,41383000
3/5/2015,276.178009,281.666992,264.769012,272.739014,276.178009,41302400
3/6/2015,272.722992,277.608002,270.015015,275.600006,272.722992,28918900
3/7/2015,276.260986,277.854004,270.132996,272.294006,276.260986,17825900
3/8/2015,274.354004,277.858002,272.565002,276.433014,274.354004,22067900
3/9/2015,289.606995,292.700989,273.893005,274.812012,289.606995,59178200
3/10/2015,291.76001,300.044006,289.743011,289.862,291.76001,67770800
3/11/2015,296.378998,297.390991,290.507996,291.524994,296.378998,33963900
3/12/2015,294.354004,297.088013,292.412994,296.127014,294.354004,32585200
3/13/2015,285.337006,294.497986,285.337006,294.118011,285.337006,31421500
3/14/2015,281.88501,286.34201,280.976013,284.441986,281.88501,22612300
3/15/2015,286.393005,286.528992,280.996002,281.424988,286.393005,11970100
3/16/2015,290.592987,294.112,285.684998,285.684998,290.592987,21516100
3/17/2015,285.505005,292.36499,284.373993,290.595001,285.505005,21497200
3/18/2015,256.299011,285.335999,249.869995,285.066986,256.299011,57008000
3/19/2015,260.928009,264.243988,248.636002,255.880005,260.928009,52732000
3/20/2015,261.748993,264.847992,259.161987,260.955994,261.748993,18456700
3/21/2015,260.024994,262.196014,255.649994,261.644012,260.024994,17130100
3/22/2015,267.959991,269.747009,259.589996,259.916992,267.959991,18438100
3/23/2015,266.73999,277.296997,261.744995,267.894989,266.73999,22811900
3/24/2015,245.595001,267.002991,244.154999,266.576996,245.595001,40073700
3/25/2015,246.197006,249.190002,236.514999,247.472,246.197006,35866900
3/26/2015,248.531998,254.354004,244.904999,246.276001,248.531998,25730000
3/27/2015,247.029007,256.811005,245.212997,248.565994,247.029007,17274900
3/28/2015,252.798004,254.205002,246.975006,246.975006,252.798004,16040900
3/29/2015,242.712997,253.139008,240.850006,252.740005,242.712997,21699400
3/30/2015,247.526001,249.242004,239.214005,242.878998,247.526001,23009600
3/31/2015,244.223999,248.729996,242.738998,247.453995,244.223999,22672000
4/1/2015,247.272003,247.541,241.160004,244.223007,247.272003,22877200
4/2/2015,253.005005,254.460999,245.416,247.089005,253.005005,26272600
4/3/2015,254.322006,256.042999,251.878998,253.074005,254.322006,23146600
4/4/2015,253.697006,255.257996,251.100006,254.291,253.697006,12493500
4/5/2015,260.597992,260.674988,251.942001,253.761002,260.597992,19649200
4/6/2015,255.492004,261.798004,254.574997,260.721008,255.492004,20034200
4/7/2015,253.179993,255.804993,252.205002,255.274002,253.179993,18467400
4/8/2015,245.022003,253.847,244.214996,253.063995,245.022003,30086400
4/9/2015,243.675995,246.117996,239.399994,244.751007,243.675995,21643500
4/10/2015,236.072006,243.694,232.770996,243.694,236.072006,28882000
4/11/2015,236.552002,239.537003,234.175003,236.016006,236.552002,16365200
4/12/2015,236.153,237.727997,233.494995,236.535004,236.153,12387900
4/13/2015,224.587006,236.934998,221.996002,235.949997,224.587006,31181800
4/14/2015,219.158997,224.975998,216.322998,224.759003,219.158997,31719000
4/15/2015,223.832993,223.832993,218.649002,219.072998,223.832993,22562000
4/16/2015,228.572998,229.671997,223.917007,223.917007,228.572998,24805400
4/17/2015,222.882004,228.906006,221.942001,228.574997,222.882004,20429800
4/18/2015,223.356003,224.315994,220.876007,222.852997,223.356003,12939000
4/19/2015,222.600006,226.352997,222.373001,223.455994,222.600006,15021500
4/20/2015,224.626007,226.350998,221.977005,222.612,224.626007,18364700
4/21/2015,235.268997,235.268997,224.300995,224.619995,235.268997,24978000
4/22/2015,234.175995,237.908997,233.475998,235.602005,234.175995,23847900
4/23/2015,236.462006,236.475006,233.199005,234.052994,236.462006,17036000
4/24/2015,231.268005,236.304993,229.932999,235.970001,231.268005,21448700
4/25/2015,226.389999,232.561005,226.337006,231.235001,226.389999,13957200
4/26/2015,219.429993,226.944,214.873993,226.410004,219.429993,28943700
4/27/2015,229.285995,233.304993,218.022995,219.429001,229.285995,38574000
4/28/2015,225.854996,229.494995,223.069,228.968994,225.854996,21469200
4/29/2015,225.807999,227.039993,223.429993,225.591003,225.807999,18936500
4/30/2015,236.145004,239.563004,224.992996,225.692993,236.145004,33818600
5/1/2015,232.078995,238.966003,232.078995,235.938995,232.078995,18815300
5/2/2015,234.929993,235.727005,232.341003,232.341003,234.929993,12535500
5/3/2015,240.358002,243.240005,234.082993,234.880005,240.358002,18494100
5/4/2015,239.018005,242.638,237.809998,240.356003,239.018005,21223400
5/5/2015,236.121002,239.203995,232.054001,238.852005,236.121002,23929100
5/6/2015,229.781998,236.453995,229.231003,236.248993,229.781998,29587200
5/7/2015,237.334,239.104996,228.572998,229.662003,237.334,29064400
5/8/2015,243.863007,246.274994,236.274002,237.203995,243.863007,27445500
5/9/2015,241.832001,247.804001,239.639008,243.768997,241.832001,19790500
5/10/2015,240.296005,244.067993,238.848999,241.729004,240.296005,15019100
5/11/2015,242.158005,244.270004,239.376007,240.298996,242.158005,20892300
5/12/2015,241.112,242.880997,240.098999,242.145004,241.112,19282600
5/13/2015,236.376999,243.703995,235.044998,241.397995,236.376999,27180100
5/14/2015,236.929001,237.798996,234.057007,236.214005,236.929001,24413700
5/15/2015,237.604996,238.753006,236.794998,236.955002,237.604996,16329400
5/16/2015,236.153,237.697006,235.294998,237.643997,236.153,11089700
5/17/2015,236.802002,238.024994,236.009995,236.009995,236.802002,11134300
5/18/2015,233.128006,237.210007,232.460007,236.886993,233.128006,16780300
5/19/2015,231.947006,234.151001,231.817001,233.037003,231.947006,14241900
5/20/2015,234.018005,234.682999,231.841995,231.889999,234.018005,15499400
5/21/2015,235.343994,236.242004,233.835007,234.016006,235.343994,15108900
5/22/2015,240.348007,240.968994,235.059998,235.320999,240.348007,27003000
5/23/2015,238.871994,241.024994,238.690994,240.285995,238.871994,14605000
5/24/2015,240.953003,241.977997,238.811005,238.975998,240.953003,11508000
5/25/2015,237.110001,241.020996,236.636993,240.927002,237.110001,14423900
5/26/2015,237.115997,238.242004,235.692001,237.104004,237.115997,16425000
5/27/2015,237.283005,238.636002,236.695007,237.065002,237.283005,18837000
5/28/2015,237.408005,237.824005,236.651993,237.257004,237.408005,13829600
5/29/2015,237.095993,237.522003,235.731003,237.376999,237.095993,14805000
5/30/2015,233.345001,237.093002,232.046005,237.091995,233.345001,14098600
5/31/2015,230.190002,233.251999,229.542007,233.134995,230.190002,14730800
6/1/2015,222.925995,231.712997,221.296005,230.233002,222.925995,26090500
6/2/2015,225.802994,226.416,222.419006,222.893997,225.802994,20459000
6/3/2015,225.873993,227.404007,223.929993,225.735992,225.873993,17752400
6/4/2015,224.324005,226.580994,224.054001,225.772003,224.324005,14728100
6/5/2015,224.951996,225.968002,223.179001,224.154007,224.951996,18056500
6/6/2015,225.619003,225.718994,224.378998,225.005005,225.619003,11131500
6/7/2015,222.880997,226.194,222.651993,225.595993,222.880997,13318400
6/8/2015,228.488998,229.464005,222.839005,222.878998,228.488998,23378400
6/9/2015,229.048004,230.953995,227.929001,228.537994,229.048004,28353100
6/10/2015,228.802994,229.781998,228.009995,228.994995,228.802994,15904800
6/11/2015,229.705002,230.287003,228.766998,228.854996,229.705002,14416000
6/12/2015,229.981995,231.057007,229.313004,229.705002,229.981995,14017700
6/13/2015,232.401993,232.651993,229.210007,229.919998,232.401993,13305300
6/14/2015,233.542999,234.858002,232.003998,232.442001,233.542999,12165900
6/15/2015,236.822998,237.835999,233.421997,233.421997,236.822998,19912100
6/16/2015,250.895004,251.742004,236.121994,236.764999,250.895004,41612000
6/17/2015,249.283997,256.852997,246.475998,250.822998,249.283997,43858400
6/18/2015,249.007004,252.108002,244.126999,249.427994,249.007004,30980200
6/19/2015,244.606003,250.977005,243.787003,249.042999,244.606003,23965300
6/20/2015,245.212006,245.828003,240.626999,244.529999,245.212006,20608100
6/21/2015,243.944,245.223999,241.882004,245.100006,243.944,10600900
6/22/2015,246.990005,247.917007,243.779007,243.968994,246.990005,17692500
6/23/2015,244.296005,247.304001,243.132996,246.927002,244.296005,15108700
6/24/2015,240.514999,244.341003,240.514999,244.281998,240.514999,17344900
6/25/2015,242.798996,243.332001,240.365005,240.365005,242.798996,16133100
6/26/2015,243.593994,243.748993,241.552994,242.604004,243.593994,13983500
6/27/2015,250.990005,251.339005,243.117004,243.548996,250.990005,20488600
6/28/2015,249.011002,251.171997,247.434006,250.955002,249.011002,15137600
6/29/2015,257.063995,257.173004,248.580994,248.720993,257.063995,34742900
6/30/2015,263.071991,267.867004,255.945999,257.036011,263.071991,44533800
7/1/2015,258.621002,265.171997,255.774002,263.345001,258.621002,27029800
7/2/2015,255.412003,261.631012,254.115997,258.552002,255.412003,21551900
7/3/2015,256.335999,257.076996,253.505005,255.459,256.335999,19033800
7/4/2015,260.885986,261.457001,254.199997,256.490997,260.885986,15620400
7/5/2015,271.912994,274.506012,258.700989,260.804993,271.912994,44156100
7/6/2015,269.029999,277.421997,267.600006,271.108002,269.029999,49154800
7/7/2015,266.207001,271.341003,264.832001,269.963013,266.207001,28857600
7/8/2015,270.785004,272.971008,264.385986,265.981995,270.785004,36980200
7/9/2015,269.227997,272.334991,267.085999,270.826996,269.227997,40301200
7/10/2015,284.894012,294.591003,268.802002,269.156006,284.894012,100390000
7/11/2015,293.11499,298.506012,283.529999,284.880005,293.11499,41109900
7/12/2015,310.867004,314.394012,292.505005,293.140015,310.867004,56405000
7/13/2015,292.053986,310.947998,281.010986,310.826996,292.053986,62053900
7/14/2015,287.463989,296.147003,286.638,292.033997,287.463989,28727200
7/15/2015,285.82901,293.247986,285.367004,288.045013,285.82901,27486600
7/16/2015,278.088989,291.183014,275.23999,286.041992,278.088989,49482600
7/17/2015,279.471985,280.279999,272.042999,278.091003,279.471985,27591400
7/18/2015,274.901001,282.527008,274.075012,279.330994,274.901001,25187100
7/19/2015,273.614014,275.670013,272.513,274.766998,273.614014,15332500
7/20/2015,278.980988,278.980988,272.959991,273.498993,278.980988,22711400
7/21/2015,275.833008,280.546997,275.419006,278.881989,275.833008,22930700
7/22/2015,277.221985,277.665985,274.381012,275.657013,277.221985,19389800
7/23/2015,276.049011,278.110992,275.716003,277.341003,276.049011,18531300
7/24/2015,288.278015,289.252991,275.253998,276.005005,288.278015,37199400
7/25/2015,288.696991,290.733002,286.002014,288.164001,288.696991,20662200
7/26/2015,292.686005,293.052002,287.705994,288.640015,292.686005,16032300
7/27/2015,293.623993,297.773987,287.450012,292.639008,293.623993,30592000
7/28/2015,294.427002,296.648987,293.423004,293.632996,294.427002,25453600
7/29/2015,289.589996,294.536011,288.777008,294.484009,289.589996,24672600
7/30/2015,287.721985,290.126007,286.567993,289.102997,287.721985,21635800
7/31/2015,284.649994,288.959015,282.343994,287.696014,284.649994,23629100
8/1/2015,281.601013,284.932007,278.112,284.686005,281.601013,18995000
8/2/2015,282.614014,283.032013,277.528992,280.449005,282.614014,17722200
8/3/2015,281.22699,285.471008,280.233002,282.806,281.22699,21474100
8/4/2015,285.217987,285.714996,281.225006,281.225006,285.217987,21908700
8/5/2015,281.881989,285.501007,281.488007,284.846985,281.881989,20128000
8/6/2015,278.576996,281.906006,278.403015,281.906006,278.576996,18792100
8/7/2015,279.584991,280.391998,276.365997,278.740997,279.584991,42484800
8/8/2015,260.997009,279.928009,260.709991,279.742004,260.997009,58533000
8/9/2015,265.083008,267.002991,260.467987,261.115997,265.083008,23789600
8/10/2015,264.470001,267.032013,262.596008,265.477997,264.470001,20979400
8/11/2015,270.385986,270.385986,264.093994,264.34201,270.385986,25433900
8/12/2015,266.376007,270.673004,265.468994,270.597992,266.376007,26815400
8/13/2015,264.079987,266.231995,262.841003,266.183014,264.079987,27685500
8/14/2015,265.679993,267.466003,261.477997,264.131989,265.679993,27091200
8/15/2015,261.550995,266.666992,261.29599,265.528992,261.550995,19321100
8/16/2015,258.506989,262.440002,257.040985,261.865997,258.506989,29717000
8/17/2015,257.976013,260.505005,257.117004,258.48999,257.976013,21617900
8/18/2015,211.078995,257.993011,211.078995,257.925995,211.078995,42147200
8/19/2015,226.684006,237.408997,222.766006,225.671005,226.684006,60869200
8/20/2015,235.350006,237.365005,226.899002,226.899002,235.350006,32275000
8/21/2015,232.569,236.432007,231.723999,235.354996,232.569,23173800
8/22/2015,230.389999,234.957001,222.703995,232.662003,230.389999,23205900
8/23/2015,228.169006,232.705002,225.580002,230.376007,228.169006,18406600
8/24/2015,210.494995,228.139008,210.442993,228.112,210.494995,59220700
8/25/2015,221.608994,226.320999,199.567001,210.067993,221.608994,61089200
8/26/2015,225.830994,231.182999,220.203995,222.076004,225.830994,31808000
8/27/2015,224.768997,228.643005,223.684006,226.050003,224.768997,21905400
8/28/2015,231.395996,235.218994,220.925995,224.701004,231.395996,31336600
8/29/2015,229.779999,233.222,227.330002,231.548996,229.779999,17142500
8/30/2015,228.761002,232.067993,226.246994,229.895004,228.761002,19412600
8/31/2015,230.056,231.955994,225.914993,229.113998,230.056,20710700
9/1/2015,228.121002,231.216003,226.860001,230.255997,228.121002,20575200
9/2/2015,229.283997,230.576996,226.475006,228.026993,229.283997,18760400
9/3/2015,227.182999,229.604996,226.667007,229.324005,227.182999,17482000
9/4/2015,230.298004,230.899994,227.050995,227.214996,230.298004,20962400
9/5/2015,235.018997,236.143005,229.442993,230.199005,235.018997,20671400
9/6/2015,239.839996,242.912003,234.681,234.869995,239.839996,25473700
9/7/2015,239.847,242.106003,238.722,239.934006,239.847,21192200
9/8/2015,243.606995,245.781006,239.677994,239.845993,243.606995,26879200
9/9/2015,238.167999,244.416,237.820999,243.414993,238.167999,23635700
9/10/2015,238.477005,241.292999,235.791,238.335999,238.477005,21215500
9/11/2015,240.106995,241.169006,238.328995,238.328995,240.106995,19224700
9/12/2015,235.229004,240.123993,234.753998,239.854996,235.229004,17962600
9/13/2015,230.511993,235.934998,229.332001,235.242004,230.511993,18478800
9/14/2015,230.643997,232.440002,227.960999,230.608994,230.643997,20997800
9/15/2015,230.304001,259.182007,229.822006,230.492004,230.304001,19177800
9/16/2015,229.091003,231.214996,227.401993,230.25,229.091003,20144200
9/17/2015,229.809998,230.285004,228.925995,229.076004,229.809998,18935400
9/18/2015,232.975006,234.352997,232.184998,233.520996,232.975006,20242200
9/19/2015,231.492996,233.205002,231.089005,232.858002,231.492996,12712600
9/20/2015,231.212006,232.365005,230.910004,231.399002,231.212006,14444700
9/21/2015,227.085007,231.216995,226.520996,231.216995,227.085007,19678800
9/22/2015,230.617996,232.386002,225.117004,226.968994,230.617996,25009300
9/23/2015,230.283005,231.835007,229.591003,230.936005,230.283005,17254100
9/24/2015,234.529007,235.649002,230.294998,230.358002,234.529007,25097800
9/25/2015,235.143997,237.427002,233.684006,234.362,235.143997,22363600
9/26/2015,234.339996,235.403,233.358002,235.076004,234.339996,13724100
9/27/2015,232.757004,234.526001,232.475998,234.139008,232.757004,14179900
9/28/2015,239.141998,239.339005,232.466995,232.835999,239.141998,24713000
9/29/2015,236.686996,239.802002,235.927994,239.016006,236.686996,22691300
9/30/2015,236.059998,237.733994,235.628998,236.639999,236.059998,19743500
10/1/2015,237.548996,238.445007,235.615997,236.003998,237.548996,20488800
10/2/2015,237.292999,238.541,236.602997,237.264008,237.292999,19677900
10/3/2015,238.729996,239.315002,236.944,237.201996,238.729996,16482700
10/4/2015,238.259003,238.968002,237.940002,238.531006,238.259003,12999000
10/5/2015,240.382996,240.382996,237.035004,238.147003,240.382996,23335900
10/6/2015,246.063004,246.934998,240.136002,240.363998,246.063004,27535100
10/7/2015,242.968994,246.681,242.585007,246.169998,242.968994,22999200
10/8/2015,242.304001,244.251007,242.179001,243.074997,242.304001,18515300
10/9/2015,243.931,244.227997,242.121994,242.498001,243.931,17353100
10/10/2015,244.940994,245.319,243.074005,243.740005,244.940994,15912700
10/11/2015,247.050003,247.242996,244.151993,244.742004,247.050003,16827300
