time,close
6/15/2012,6.17
6/16/2012,6.60
6/17/2012,6.53
6/18/2012,6.47
6/19/2012,6.53
6/20/2012,6.65
6/21/2012,6.80
6/22/2012,6.80
6/23/2012,6.65
6/24/2012,6.59
6/25/2012,6.45
6/26/2012,6.45
6/27/2012,6.56
6/28/2012,6.67
6/29/2012,6.66
6/30/2012,6.69
7/1/2012,6.69
7/2/2012,6.75
7/3/2012,6.77
7/4/2012,6.55
7/5/2012,6.77
7/6/2012,6.73
7/7/2012,6.75
7/8/2012,6.87
7/9/2012,6.90
7/10/2012,7.24
7/11/2012,7.26
7/12/2012,7.32
7/13/2012,7.90
7/14/2012,7.69
7/15/2012,7.65
7/16/2012,8.29
7/17/2012,9.49
7/18/2012,9.40
7/19/2012,9.27
7/20/2012,9.23
7/21/2012,9.70
7/22/2012,9.00
7/23/2012,9.20
7/24/2012,8.96
7/25/2012,8.77
7/26/2012,8.90
7/27/2012,8.95
7/28/2012,8.93
7/29/2012,8.89
7/30/2012,9.15
7/31/2012,9.44
8/1/2012,9.54
8/2/2012,9.80
8/3/2012,11.12
8/4/2012,11.30
8/5/2012,11.19
8/6/2012,11.29
8/7/2012,11.04
8/8/2012,11.15
8/9/2012,12.00
8/10/2012,11.60
8/11/2012,11.60
8/12/2012,11.77
8/13/2012,11.87
8/14/2012,12.18
8/15/2012,12.67
8/16/2012,13.84
8/17/2012,15.40
8/18/2012,15.26
8/19/2012,12.00
8/20/2012,10.50
8/21/2012,10.30
8/22/2012,10.26
8/23/2012,10.25
8/24/2012,10.25
8/25/2012,10.25
8/26/2012,10.62
8/27/2012,12.15
8/28/2012,11.38
8/29/2012,11.21
8/30/2012,10.94
8/31/2012,10.84
9/1/2012,10.42
9/2/2012,10.19
9/3/2012,10.50
9/4/2012,10.59
9/5/2012,10.58
9/6/2012,11.17
9/7/2012,11.29
9/8/2012,11.21
9/9/2012,11.14
9/10/2012,11.13
9/11/2012,11.19
9/12/2012,11.38
9/13/2012,11.40
9/14/2012,11.75
9/15/2012,11.80
9/16/2012,11.99
9/17/2012,11.96
9/18/2012,12.09
9/19/2012,12.61
9/20/2012,12.69
9/21/2012,12.57
9/22/2012,12.44
9/23/2012,12.27
9/24/2012,12.30
9/25/2012,12.23
9/26/2012,12.28
9/27/2012,12.46
9/28/2012,12.44
9/29/2012,12.49
9/30/2012,12.47
10/1/2012,12.48
10/2/2012,12.88
10/3/2012,12.90
10/4/2012,13.09
10/5/2012,12.99
10/6/2012,12.90
10/7/2012,12.74
10/8/2012,12.08
10/9/2012,12.35
10/10/2012,12.15
10/11/2012,12.19
10/12/2012,12.15
10/13/2012,12.14
10/14/2012,12.00
10/15/2012,12.03
10/16/2012,11.99
10/17/2012,11.99
10/18/2012,11.96
10/19/2012,11.97
10/20/2012,11.85
10/21/2012,11.80
10/22/2012,11.81
10/23/2012,12.00
10/24/2012,11.82
10/25/2012,11.71
10/26/2012,11.10
10/27/2012,10.84
10/28/2012,10.61
10/29/2012,10.95
10/30/2012,10.85
10/31/2012,11.14
11/1/2012,11.28
11/2/2012,11.21
11/3/2012,10.60
11/4/2012,10.68
11/5/2012,10.90
11/6/2012,10.89
11/7/2012,11.22
11/8/2012,11.10
11/9/2012,11.07
11/10/2012,10.96
11/11/2012,10.94
11/12/2012,11.18
11/13/2012,11.13
11/14/2012,11.05
11/15/2012,11.11
11/16/2012,11.80
11/17/2012,11.80
11/18/2012,11.83
11/19/2012,11.80
11/20/2012,11.84
11/21/2012,11.78
11/22/2012,12.28
11/23/2012,12.43
11/24/2012,12.41
11/25/2012,12.60
11/26/2012,12.65
11/27/2012,12.53
11/28/2012,12.41
11/29/2012,12.60
11/30/2012,12.65
12/1/2012,12.69
12/2/2012,12.68
12/3/2012,12.68
12/4/2012,12.97
12/5/2012,13.50
12/6/2012,13.69
12/7/2012,13.68
12/8/2012,13.55
12/9/2012,13.53
12/10/2012,13.55
12/11/2012,13.64
12/12/2012,13.64
12/13/2012,13.80
12/14/2012,13.90
12/15/2012,13.77
12/16/2012,13.67
12/17/2012,13.50
12/18/2012,13.40
12/19/2012,13.40
12/20/2012,13.72
12/21/2012,13.65
12/22/2012,13.59
12/23/2012,13.49
12/24/2012,13.45
12/25/2012,13.45
12/26/2012,13.40
12/27/2012,13.47
12/28/2012,13.65
12/29/2012,13.67
12/30/2012,13.57
12/31/2012,13.59
1/1/2013,13.56
1/2/2013,13.40
1/3/2013,13.46
1/4/2013,13.49
1/5/2013,13.55
1/6/2013,13.53
1/7/2013,13.54
1/8/2013,13.83
1/9/2013,13.88
1/10/2013,14.32
1/11/2013,14.30
1/12/2013,14.35
1/13/2013,14.31
1/14/2013,14.30
1/15/2013,14.48
1/16/2013,14.69
1/17/2013,15.39
1/18/2013,15.99
1/19/2013,15.84
1/20/2013,15.89
1/21/2013,16.98
1/22/2013,17.59
1/23/2013,17.59
1/24/2013,19.19
1/25/2013,18.83
1/26/2013,17.62
1/27/2013,18.00
1/28/2013,18.45
1/29/2013,19.80
1/30/2013,19.70
1/31/2013,21.43
2/1/2013,21.30
2/2/2013,21.10
2/3/2013,20.68
2/4/2013,21.05
2/5/2013,20.79
2/6/2013,21.33
2/7/2013,22.15
2/8/2013,22.15
2/9/2013,23.70
2/10/2013,23.61
2/11/2013,24.20
2/12/2013,25.77
2/13/2013,26.10
2/14/2013,26.53
2/15/2013,27.00
2/16/2013,27.07
2/17/2013,25.61
2/18/2013,26.82
2/19/2013,28.79
2/20/2013,29.81
2/21/2013,29.80
2/22/2013,30.90
2/23/2013,29.28
