ds,y,y2
2018-05-25,7480140137,748014
2018-05-26,7355879883,735588
2018-05-27,7368220215,736822
2018-05-28,7135990234,713599
2018-05-29,7472589844,747259
2018-05-30,7406520020,740652
2018-05-31,7494169922,749417
2018-06-01,7541450195,754145
2018-06-02,7643450195,764345
2018-06-03,7720250000,772025
2018-06-04,7514470215,751447
2018-06-05,7633759766,763376
2018-06-06,7653979980,765398
2018-06-07,7678240234,767824
2018-06-08,7624919922,762492
2018-06-09,7531979980,753198
2018-06-10,6786020020,678602
2018-06-11,6906919922,690692
2018-06-12,6582359863,658236
2018-06-13,6349899902,634990
2018-06-14,6675350098,667535
2018-06-15,6456580078,645658
2018-06-16,6550160156,655016
2018-06-17,6499270020,649927
2018-06-18,6734819824,673482
2018-06-19,6769939941,676994
2018-06-20,6776549805,677655
2018-06-21,6729740234,672974
2018-06-22,6083689941,608369
2018-06-23,6162479980,616248
2018-06-24,6173229980,617323
2018-06-25,6249180176,624918
2018-06-26,6093669922,609367
2018-06-27,6157129883,615713
2018-06-28,5903439941,590344
2018-06-29,6218299805,621830
2018-06-30,6404000000,640400
2018-07-01,6385819824,638582
2018-07-02,6614180176,661418
2018-07-03,6529589844,652959
2018-07-04,6597549805,659755
2018-07-05,6639140137,663914
2018-07-06,6673500000,667350
2018-07-07,6856930176,685693
2018-07-08,6773879883,677388
2018-07-09,6741750000,674175
2018-07-10,6329950195,632995
2018-07-11,6394709961,639471
2018-07-12,6228810059,622881
2018-07-13,6238049805,623805
2018-07-14,6276120117,627612
2018-07-15,6359640137,635964
2018-07-16,6741750000,674175
2018-07-17,7321040039,732104
2018-07-18,7370779785,737078
2018-07-19,7466859863,746686
2018-07-20,7354129883,735413
2018-07-21,7419290039,741929
2018-07-22,7418490234,741849
2018-07-23,7711109863,771111
2018-07-24,8424269531,842427
2018-07-25,8181390137,818139
2018-07-26,7951580078,795158
2018-07-27,8165009766,816501
2018-07-28,8192150391,819215
2018-07-29,8218459961,821846
2018-07-30,8180479980,818048
2018-07-31,7780439941,778044
2018-08-01,7624910156,762491
2018-08-02,7567149902,756715
2018-08-03,7434390137,743439
2018-08-04,7032850098,703285
2018-08-05,7068479980,706848
2018-08-06,6951799805,695180
2018-08-07,6753120117,675312
2018-08-08,6305799805,630580
2018-08-09,6568229980,656823
2018-08-10,6184709961,618471
2018-08-11,6295729980,629573
2018-08-12,6322689941,632269
2018-08-13,6297569824,629757
2018-08-14,6199709961,619971
2018-08-15,6308520020,630852
2018-08-16,6334729980,633473
2018-08-17,6580629883,658063
2018-08-18,6423759766,642376
2018-08-19,6506069824,650607
2018-08-20,6308529785,630853
2018-08-21,6488759766,648876
2018-08-22,6376709961,637671
2018-08-23,6534879883,653488
2018-08-24,6719959961,671996
2018-08-25,6763189941,676319
2018-08-26,6707259766,670726
2018-08-27,6884640137,688464
2018-08-28,7096279785,709628
2018-08-29,7047160156,704716
2018-08-30,6978229980,697823
2018-08-31,7037580078,703758
2018-09-01,7193250000,719325
2018-09-02,7272720215,727272
2018-09-03,7260060059,726006
2018-09-04,7361660156,736166
2018-09-05,6792830078,679283
2018-09-06,6529169922,652917
2018-09-07,6467069824,646707
2018-09-08,6225979980,622598
2018-09-09,6300859863,630086
2018-09-10,6329700195,632970
2018-09-11,6321200195,632120
2018-09-12,6351799805,635180
2018-09-13,6517310059,651731
2018-09-14,6512709961,651271
2018-09-15,6543200195,654320
2018-09-16,6517180176,651718
2018-09-17,6281200195,628120
2018-09-18,6371299805,637130
2018-09-19,6398540039,639854
2018-09-20,6519669922,651967
2018-09-21,6734950195,673495
2018-09-22,6721979980,672198
2018-09-23,6710629883,671063
2018-09-24,6595410156,659541
2018-09-25,6446470215,644647
2018-09-26,6495000000,649500
2018-09-27,6676750000,667675
2018-09-28,6644129883,664413
2018-09-29,6601959961,660196
2018-09-30,6625560059,662556
2018-10-01,6589620117,658962
2018-10-02,6556100098,655610
2018-10-03,6502589844,650259
2018-10-04,6576689941,657669
2018-10-05,6622479980,662248
2018-10-06,6588310059,658831
2018-10-07,6602950195,660295
2018-10-08,6652229980,665223
2018-10-09,6642640137,664264
2018-10-10,6585529785,658553
2018-10-11,6256240234,625624
2018-10-12,6274580078,627458
2018-10-13,6285990234,628599
2018-10-14,6290930176,629093
2018-10-15,6596540039,659654
2018-10-16,6596109863,659611
2018-10-17,6544430176,654443
2018-10-18,6476709961,647671
2018-10-19,6465410156,646541
2018-10-20,6489189941,648919
2018-10-21,6482350098,648235
2018-10-22,6487160156,648716
2018-10-23,6475740234,647574
2018-10-24,6495839844,649584
2018-10-25,6476290039,647629
2018-10-26,6474750000,647475
2018-10-27,6480379883,648038
2018-10-28,6486390137,648639
2018-10-29,6332629883,633263
2018-10-30,6334270020,633427
2018-10-31,6317609863,631761
2018-11-01,6377779785,637778
2018-11-02,6388439941,638844
2018-11-03,6361259766,636126
2018-11-04,6376129883,637613
2018-11-05,6419660156,641966
2018-11-06,6461009766,646101
2018-11-07,6530140137,653014
2018-11-08,6453720215,645372
2018-11-09,6385620117,638562
2018-11-10,6409220215,640922
2018-11-11,6411270020,641127
2018-11-12,6371270020,637127
2018-11-13,6359490234,635949
2018-11-14,5738350098,573835
2018-11-15,5648029785,564803
2018-11-16,5575549805,557555
2018-11-17,5554330078,555433
2018-11-18,5623540039,562354
2018-11-19,4871490234,487149
2018-11-20,4451870117,445187
2018-11-21,4602169922,460217
2018-11-22,4365939941,436594
2018-11-23,4347109863,434711
2018-11-24,3880760010,388076
2018-11-25,4009969971,400997
2018-11-26,3779129883,377913
2018-11-27,3820719971,382072
2018-11-28,4257419922,425742
2018-11-29,4278846680,427885
2018-11-30,4017268555,401727
2018-12-01,4214671875,421467
2018-12-02,4139877930,413988
2018-12-03,3894130859,389413
2018-12-04,3956893799,395689
2018-12-05,3753994873,375399
2018-12-06,3521101807,352110
2018-12-07,3419937256,341994
2018-12-08,3476114746,347611
2018-12-09,3614234375,361423
2018-12-10,3502656006,350266
2018-12-11,3424588135,342459
2018-12-12,3486950195,348695
2018-12-13,3313677246,331368
2018-12-14,3242484863,324248
2018-12-15,3236761719,323676
2018-12-16,3252839111,325284
2018-12-17,3545864746,354586
2018-12-18,3696059082,369606
2018-12-19,3745950684,374595
2018-12-20,4134441406,413444
2018-12-21,3896543701,389654
2018-12-22,4014182617,401418
2018-12-23,3998980225,399898
2018-12-24,4078599121,407860
2018-12-25,3815490723,381549
2018-12-26,3857297607,385730
2018-12-27,3654833496,365483
2018-12-28,3923918701,392392
2018-12-29,3820408691,382041
2018-12-30,3865952637,386595
2018-12-31,3742700439,374270
2019-01-01,3843520020,384352
2019-01-02,3943409424,394341
2019-01-03,3836741211,383674
2019-01-04,3857717529,385772
2019-01-05,3845194580,384519
2019-01-06,4076632568,407663
2019-01-07,4025248291,402525
2019-01-08,4030847900,403085
2019-01-09,4035296387,403530
2019-01-10,3678924561,367892
2019-01-11,3687365479,368737
2019-01-12,3661301025,366130
2019-01-13,3552953125,355295
2019-01-14,3706052246,370605
2019-01-15,3630675293,363068
2019-01-16,3655006836,365501
2019-01-17,3678563965,367856
2019-01-18,3657839355,365784
2019-01-19,3728568359,372857
2019-01-20,3601013672,360101
2019-01-21,3576032471,357603
2019-01-22,3604577148,360458
2019-01-23,3585123047,358512
2019-01-24,3600865479,360087
2019-01-25,3599765869,359977
2019-01-26,3602460449,360246
2019-01-27,3583965820,358397
2019-01-28,3470450439,347045
2019-01-29,3448116943,344812
2019-01-30,3486181641,348618
2019-01-31,3457792725,345779
2019-02-01,3487945313,348795
2019-02-02,3521060791,352106
2019-02-03,3464013428,346401
2019-02-04,3459154053,345915
2019-02-05,3466357422,346636
2019-02-06,3413767822,341377
2019-02-07,3399471680,339947
2019-02-08,3666780273,366678
2019-02-09,3671203613,367120
2019-02-10,3690188232,369019
2019-02-11,3648430664,364843
2019-02-12,3653528564,365353
2019-02-13,3632070557,363207
2019-02-14,3616880859,361688
2019-02-15,3620810791,362081
2019-02-16,3629787598,362979
2019-02-17,3673836182,367384
2019-02-18,3915714355,391571
2019-02-19,3947094482,394709
2019-02-20,3999820557,399982
2019-02-21,3954118164,395412
2019-02-22,4005526611,400553
2019-02-23,4142526855,414253
2019-02-24,3810427490,381043
2019-02-25,3882696289,388270
2019-02-26,3854357910,385436
2019-02-27,3851047363,385105
2019-02-28,3854785400,385479
2019-03-01,3859583740,385958
2019-03-02,3864415039,386442
2019-03-03,3847175781,384718
2019-03-04,3761557129,376156
2019-03-05,3896375000,389638
2019-03-06,3903942627,390394
2019-03-07,3911484375,391148
2019-03-08,3901131592,390113
2019-03-09,3963313721,396331
2019-03-10,3951599854,395160
2019-03-11,3905227295,390523
2019-03-12,3909156250,390916
2019-03-13,3906717285,390672
2019-03-14,3924369141,392437
2019-03-15,3960911133,396091
2019-03-16,4048725830,404873
2019-03-17,4025229004,402523
2019-03-18,4032507324,403251
2019-03-19,4071190186,407119
2019-03-20,4087476318,408748
2019-03-21,4029326904,402933
2019-03-22,4023968262,402397
2019-03-23,4035826416,403583
2019-03-24,4022168213,402217
2019-03-25,3963070557,396307
2019-03-26,3985080811,398508
2019-03-27,4087066162,408707
2019-03-28,4069107178,406911
2019-03-29,4098374512,409837
2019-03-30,4106660156,410666
2019-03-31,4105404297,410540
2019-04-01,4158183105,415818
2019-04-02,4879877930,487988
2019-04-03,4973021973,497302
2019-04-04,4922798828,492280
2019-04-05,5036681152,503668
2019-04-06,5059817383,505982
2019-04-07,5198896973,519890
2019-04-08,5289770996,528977
2019-04-09,5204958496,520496
2019-04-10,5324551758,532455
2019-04-11,5064487793,506449
2019-04-12,5089539063,508954
2019-04-13,5096586426,509659
2019-04-14,5167722168,516772
2019-04-15,5067108398,506711
2019-04-16,5235559570,523556
2019-04-17,5251937988,525194
2019-04-18,5298385742,529839
2019-04-19,5303812500,530381
2019-04-20,5337886230,533789
2019-04-21,5314531250,531453
2019-04-22,5399365234,539937
2019-04-23,5572361816,557236
2019-04-24,5464866699,546487
2019-04-25,5210515625,521052
2019-04-26,5279348145,527935
2019-04-27,5268291016,526829
2019-04-28,5285139160,528514
2019-04-29,5247352539,524735
2019-04-30,5350726563,535073
2019-05-01,5402697266,540270
2019-05-02,5505283691,550528
2019-05-03,5768289551,576829
2019-05-04,5831167480,583117
2019-05-05,5795708496,579571
2019-05-06,5746807129,574681
2019-05-07,5829501465,582950
2019-05-08,5982457520,598246
2019-05-09,6174528809,617453
2019-05-10,6378849121,637885
2019-05-11,7204771484,720477
2019-05-12,6972371582,697237
2019-05-13,7814915039,781492
2019-05-14,7994416016,799442
2019-05-15,8205167969,820517
2019-05-16,7884909180,788491
2019-05-17,7343895508,734390
2019-05-18,7271208008,727121
2019-05-19,8197689453,819769
2019-05-20,7978309082,797831
2019-05-21,7963327637,796333
2019-05-22,7680066406,768007
2019-05-23,7881846680,788185
2019-05-24,7987371582,798737
2019-05-25,8052543945,805254
2019-05-26,8673215820,867322
2019-05-27,8805778320,880578
2019-05-28,8719961914,871996
2019-05-29,8659487305,865949
2019-05-30,8319472656,831947
2019-05-31,8574501953,857450
2019-06-01,8564016602,856402
2019-06-02,8742958008,874296
2019-06-03,8208995117,820900
2019-06-04,7707770996,770777
2019-06-05,7824231445,782423
2019-06-06,7822023438,782202
2019-06-07,8043951172,804395
2019-06-08,7954127930,795413
2019-06-09,7688077148,768808
2019-06-10,8000329590,800033
2019-06-11,7927714355,792771
2019-06-12,8145857422,814586
2019-06-13,8230923828,823092
2019-06-14,8693833008,869383
2019-06-15,8838375000,883838
2019-06-16,8994488281,899449
2019-06-17,9320352539,932035
2019-06-18,9081762695,908176
2019-06-19,9273521484,927352
2019-06-20,9527160156,952716
2019-06-21,10144556641,1014456
2019-06-22,10701691406,1070169
2019-06-23,10855371094,1085537
2019-06-24,11011102539,1101110
2019-06-25,11790916992,1179092
2019-06-26,13016231445,1301623
2019-06-27,11182806641,1118281
2019-06-28,12407332031,1240733
2019-06-29,11959371094,1195937
2019-06-30,10817155273,1081716
2019-07-01,10583134766,1058313
2019-07-02,10801677734,1080168
2019-07-03,11961269531,1196127
2019-07-04,11215437500,1121544
2019-07-05,10978459961,1097846
2019-07-06,11208550781,1120855
2019-07-07,11450846680,1145085
2019-07-08,12285958008,1228596
2019-07-09,12573812500,1257381
2019-07-10,12156512695,1215651
2019-07-11,11358662109,1135866
2019-07-12,11815986328,1181599
2019-07-13,11392378906,1139238
2019-07-14,10256058594,1025606
2019-07-15,10895089844,1089509
2019-07-16,9477641602,947764
2019-07-17,9693802734,969380
2019-07-18,10666482422,1066648
2019-07-19,10530732422,1053073
2019-07-20,10767139648,1076714
2019-07-21,10599105469,1059911
2019-07-22,10343106445,1034311
2019-07-23,9900767578,990077
2019-07-24,9811925781,981193
2019-07-25,9911841797,991184
2019-07-26,9870303711,987030
2019-07-27,9477677734,947768
2019-07-28,9552860352,955286
2019-07-29,9519145508,951915
2019-07-30,9607423828,960742
2019-07-31,10085627930,1008563
2019-08-01,10399668945,1039967
2019-08-02,10518174805,1051817
2019-08-03,10821726563,1082173
2019-08-04,10970184570,1097018
2019-08-05,11805653320,1180565
2019-08-06,11478168945,1147817
2019-08-07,11941968750,1194197
2019-08-08,11966407227,1196641
2019-08-09,11862936523,1186294
2019-08-10,11354024414,1135402
2019-08-11,11523579102,1152358
2019-08-12,11382616211,1138262
2019-08-13,10895830078,1089583
2019-08-14,10051704102,1005170
2019-08-15,10311545898,1031155
2019-08-16,10374338867,1037434
2019-08-17,10231744141,1023174
2019-08-18,10345810547,1034581
2019-08-19,10916053711,1091605
2019-08-20,10763232422,1076323
2019-08-21,10138049805,1013805
2019-08-22,10131055664,1013106
2019-08-23,10407964844,1040796
2019-08-24,10159960938,1015996
2019-08-25,10138517578,1013852
2019-08-26,10370820313,1037082
2019-08-27,10185500000,1018550
2019-08-28,9754422852,975442
2019-08-29,9510200195,951020
2019-08-30,9598173828,959817
2019-08-31,9630664063,963066
2019-09-01,9757970703,975797
2019-09-02,10346760742,1034676
2019-09-03,10623540039,1062354
2019-09-04,10594493164,1059449
2019-09-05,10575533203,1057553
2019-09-06,10353302734,1035330
2019-09-07,10517254883,1051725
2019-09-08,10441276367,1044128
2019-09-09,10334974609,1033497
2019-09-10,10115975586,1011598
2019-09-11,10178372070,1017837
2019-09-12,10410126953,1041013
2019-09-13,10360546875,1036055
2019-09-14,10358048828,1035805
2019-09-15,10347712891,1034771
2019-09-16,10276793945,1027679
2019-09-17,10241272461,1024127
2019-09-18,10198248047,1019825
2019-09-19,10266415039,1026642
2019-09-20,10181641602,1018164
2019-09-21,10019716797,1001972
2019-09-22,10070392578,1007039
2019-09-23,9729324219,972932
2019-09-24,8620566406,862057
2019-09-25,8486993164,848699
2019-09-26,8118967773,811897
2019-09-27,8251845703,825185
2019-09-28,8245915039,824592
2019-09-29,8104185547,810419
2019-09-30,8293868164,829387
2019-10-01,8343276367,834328
2019-10-02,8393041992,839304
2019-10-03,8259992188,825999
2019-10-04,8205939453,820594
2019-10-05,8151500488,815150
2019-10-06,7988155762,798816
2019-10-07,8245623047,824562
2019-10-08,8228783203,822878
2019-10-09,8595740234,859574
2019-10-10,8586473633,858647
2019-10-11,8321756836,832176
2019-10-12,8336555664,833656
2019-10-13,8321005859,832101
2019-10-14,8374686523,837469
2019-10-15,8205369141,820537
2019-10-16,8047526855,804753
2019-10-17,8103911133,810391
2019-10-18,7973207520,797321
2019-10-19,7988560547,798856
2019-10-20,8222078125,822208
2019-10-21,8243720703,824372
2019-10-22,8078203125,807820
2019-10-23,7514671875,751467
2019-10-24,7493488770,749349
2019-10-25,8660700195,866070
2019-10-26,9244972656,924497
2019-10-27,9551714844,955171
2019-10-28,9256148438,925615
2019-10-29,9427687500,942769
2019-10-30,9205726563,920573
2019-10-31,9199584961,919958
2019-11-01,9261104492,926110
2019-11-02,9324717773,932472
2019-11-03,9235354492,923535
2019-11-04,9412612305,941261
2019-11-05,9342527344,934253
2019-11-06,9360879883,936088
2019-11-07,9267561523,926756
2019-11-08,8804880859,880488
2019-11-09,8813582031,881358
2019-11-10,9055526367,905553
2019-11-11,8757788086,875779
2019-11-12,8815662109,881566
2019-11-13,8808262695,880826
2019-11-14,8708094727,870809
2019-11-15,8491992188,849199
2019-11-16,8550760742,855076
2019-11-17,8577975586,857798
2019-11-18,8309286133,830929
2019-11-19,8206145508,820615
2019-11-20,8027268066,802727
2019-11-21,7642750000,764275
2019-11-22,7296577637,729658
2019-11-23,7397796875,739780
2019-11-24,7047916992,704792
2019-11-25,7146133789,714613
2019-11-26,7218371094,721837
2019-11-27,7531663574,753166
2019-11-28,7463105957,746311
2019-11-29,7761243652,776124
2019-11-30,7569629883,756963
2019-12-01,7424292480,742429
2019-12-02,7321988281,732199
2019-12-03,7320145508,732015
2019-12-04,7252034668,725203
2019-12-05,7448307617,744831
2019-12-06,7546996582,754700
2019-12-07,7556237793,755624
2019-12-08,7564345215,756435
2019-12-09,7400899414,740090
2019-12-10,7278119629,727812
2019-12-11,7217427246,721743
2019-12-12,7243134277,724313
2019-12-13,7269684570,726968
2019-12-14,7124673828,712467
2019-12-15,7152301758,715230
2019-12-16,6932480469,693248
2019-12-17,6640515137,664052
2019-12-18,7276802734,727680
2019-12-19,7202844238,720284
2019-12-20,7218816406,721882
2019-12-21,7191158691,719116
2019-12-22,7511588867,751159
2019-12-23,7355628418,735563
2019-12-24,7322532227,732253
2019-12-25,7275155762,727516
2019-12-26,7238966797,723897
2019-12-27,7290088379,729009
2019-12-28,7317990234,731799
2019-12-29,7422652832,742265
2019-12-30,7292995117,729300
2019-12-31,7193599121,719360
2020-01-01,7200174316,720017
2020-01-02,6985470215,698547
2020-01-03,7344884277,734488
2020-01-04,7410656738,741066
2020-01-05,7411317383,741132
2020-01-06,7769219238,776922
2020-01-07,8163692383,816369
2020-01-08,8079862793,807986
2020-01-09,7879071289,787907
2020-01-10,8166554199,816655
2020-01-11,8037537598,803754
2020-01-12,8192494141,819249
2020-01-13,8144194336,814419
2020-01-14,8827764648,882776
2020-01-15,8807010742,880701
2020-01-16,8723786133,872379
2020-01-17,8929038086,892904
2020-01-18,8942808594,894281
2020-01-19,8706245117,870625
2020-01-20,8657642578,865764
2020-01-21,8745894531,874589
2020-01-22,8680875977,868088
2020-01-23,8406515625,840652
2020-01-24,8445434570,844543
2020-01-25,8367847656,836785
2020-01-26,8596830078,859683
2020-01-27,8909819336,890982
2020-01-28,9358589844,935859
2020-01-29,9316629883,931663
2020-01-30,9508993164,950899
2020-01-31,9350529297,935053
2020-02-01,9392875000,939288
2020-02-02,9344365234,934437
2020-02-03,9293521484,929352
2020-02-04,9180962891,918096
2020-02-05,9613423828,961342
2020-02-06,9729801758,972980
2020-02-07,9795943359,979594
2020-02-08,9865119141,986512
2020-02-09,10116673828,1011667
2020-02-10,9856611328,985661
2020-02-11,10208236328,1020824
2020-02-12,10326054688,1032605
2020-02-13,10214379883,1021438
2020-02-14,10312116211,1031212
2020-02-15,9889424805,988942
2020-02-16,9934433594,993443
2020-02-17,9690142578,969014
2020-02-18,10141996094,1014200
2020-02-19,9633386719,963339
2020-02-20,9608475586,960848
2020-02-21,9686441406,968644
2020-02-22,9663181641,966318
2020-02-23,9924515625,992452
2020-02-24,9650174805,965017
2020-02-25,9341705078,934171
2020-02-26,8820522461,882052
2020-02-27,8784494141,878449
2020-02-28,8672455078,867246
2020-02-29,8599508789,859951
2020-03-01,8562454102,856245
2020-03-02,8869669922,886967
2020-03-03,8787786133,878779
2020-03-04,8755246094,875525
2020-03-05,9078762695,907876
2020-03-06,9122545898,912255
2020-03-07,8909954102,890995
2020-03-08,8108116211,810812
2020-03-09,7923644531,792364
2020-03-10,7909729492,790973
2020-03-11,7911430176,791143
2020-03-12,4970788086,497079
2020-03-13,5563707031,556371
2020-03-14,5200366211,520037
2020-03-15,5392314941,539231
2020-03-16,5014479980,501448
2020-03-17,5225629395,522563
2020-03-18,5238438477,523844
2020-03-19,6191192871,619119
2020-03-20,6198778320,619878
2020-03-21,6185066406,618507
2020-03-22,5830254883,583025
2020-03-23,6416314941,641631
2020-03-24,6734803711,673480
2020-03-25,6681062988,668106
2020-03-26,6716440430,671644
2020-03-27,6469798340,646980
2020-03-28,6242193848,624219
2020-03-29,5922042969,592204
2020-03-30,6429841797,642984
2020-03-31,6438644531,643864
2020-04-01,6606776367,660678
2020-04-02,6793624512,679362
2020-04-03,6733387207,673339
2020-04-04,6867527344,686753
2020-04-05,6791129395,679113
2020-04-06,7271781250,727178
2020-04-07,7176414551,717641
2020-04-08,7334098633,733410
2020-04-09,7302089355,730209
2020-04-10,6865493164,686549
2020-04-11,6859083008,685908
2020-04-12,6971091797,697109
2020-04-13,6845037598,684504
2020-04-14,6842427734,684243
2020-04-15,6642109863,664211
2020-04-16,7116804199,711680
2020-04-17,7096184570,709618
2020-04-18,7257665039,725767
2020-04-19,7189424805,718942
2020-04-20,6881958496,688196
2020-04-21,6880323242,688032
2020-04-22,7117207520,711721
2020-04-23,7429724609,742972
2020-04-24,7550900879,755090
2020-04-25,7569936035,756994
2020-04-26,7679867188,767987
2020-04-27,7795601074,779560
2020-04-28,7807058594,780706
2020-04-29,8801038086,880104
2020-04-30,8658553711,865855
2020-05-01,8864766602,886477
2020-05-02,8988596680,898860
2020-05-03,8897468750,889747
2020-05-04,8912654297,891265
2020-05-05,9003070313,900307
2020-05-06,9268761719,926876
2020-05-07,9951518555,995152
2020-05-08,9842666016,984267
2020-05-09,9593896484,959390
2020-05-10,8756430664,875643
2020-05-11,8601795898,860180
2020-05-12,8804477539,880448
2020-05-13,9269987305,926999
2020-05-14,9733721680,973372
2020-05-15,9328197266,932820
2020-05-16,9377013672,937701
2020-05-17,9670739258,967074
2020-05-18,9726575195,972658
2020-05-19,9729038086,972904
2020-05-20,9522981445,952298
2020-05-21,9081761719,908176
2020-05-22,9182577148,918258
2020-05-23,9209287109,920929
2020-05-24,8790368164,879037
2020-05-25,8906934570,890693
2020-05-26,8835052734,883505
2020-05-27,9181017578,918102
2020-05-28,9525750977,952575
2020-05-29,9439124023,943912
2020-05-30,9700414063,970041
2020-05-31,9461058594,946106
2020-06-01,10167268555,1016727
2020-06-02,9529803711,952980
2020-06-03,9656717773,965672
2020-06-04,9800636719,980064
2020-06-05,9665533203,966553
2020-06-06,9653679688,965368
2020-06-07,9758852539,975885
2020-06-08,9771489258,977149
2020-06-09,9795700195,979570
2020-06-10,9870094727,987009
2020-06-11,9321781250,932178
2020-06-12,9480843750,948084
2020-06-13,9475277344,947528
2020-06-14,9386788086,938679
2020-06-15,9450702148,945070
2020-06-16,9538024414,953802
2020-06-17,9480254883,948025
2020-06-18,9411840820,941184
2020-06-19,9288018555,928802
2020-06-20,9332340820,933234
2020-06-21,9303629883,930363
2020-06-22,9648717773,964872
2020-06-23,9629658203,962966
2020-06-24,9313610352,931361
2020-06-25,9264813477,926481
2020-06-26,9162917969,916292
2020-06-27,9045390625,904539
2020-06-28,9143582031,914358
2020-06-29,9190854492,919085
2020-06-30,9137993164,913799
2020-07-01,9228325195,922833
2020-07-02,9123410156,912341
2020-07-03,9087303711,908730
2020-07-04,9132488281,913249
2020-07-05,9073942383,907394
2020-07-06,9375474609,937547
2020-07-07,9252277344,925228
2020-07-08,9428333008,942833
2020-07-09,9277967773,927797
2020-07-10,9278807617,927881
2020-07-11,9240346680,924035
2020-07-12,9276500000,927650
2020-07-13,9243614258,924361
2020-07-14,9243213867,924321
2020-07-15,9192836914,919284
2020-07-16,9132227539,913223
2020-07-17,9151392578,915139
2020-07-18,9159040039,915904
2020-07-19,9185817383,918582
2020-07-20,9164231445,916423
2020-07-21,9374887695,937489
2020-07-22,9525363281,952536
2020-07-23,9581072266,958107
2020-07-24,9536892578,953689
2020-07-25,9677113281,967711
2020-07-26,9905166992,990517
2020-07-27,10990873047,1099087
2020-07-28,10912823242,1091282
2020-07-29,11100467773,1110047
2020-07-30,11111213867,1111121
2020-07-31,11323466797,1132347
2020-08-01,11759592773,1175959
2020-08-02,11053614258,1105361
2020-08-03,11246348633,1124635
2020-08-04,11246348633,1124635
2020-08-05,11747022461,1174702
2020-08-06,11779773438,1177977
2020-08-07,11601472656,1160147
2020-08-08,11754045898,1175405
2020-08-09,11675739258,1167574
2020-08-10,11878111328,1187811
2020-08-11,11410525391,1141053
2020-08-12,11584934570,1158493
2020-08-13,11784137695,1178414
2020-08-14,11768871094,1176887
2020-08-15,11865698242,1186570
2020-08-16,11892803711,1189280
2020-08-17,12254402344,1225440
2020-08-18,11991233398,1199123
2020-08-19,11758283203,1175828
2020-08-20,11878372070,1187837
2020-08-21,11592489258,1159249
2020-08-22,11681825195,1168183
2020-08-23,11664847656,1166485
2020-08-24,11774595703,1177460
2020-08-25,11366134766,1136613
2020-08-26,11488363281,1148836
2020-08-27,11323397461,1132340
2020-08-28,11542500000,1154250
2020-08-29,11506865234,1150687
2020-08-30,11711505859,1171151
2020-08-31,11680820313,1168082
2020-09-01,11970478516,1197048
2020-09-02,11414034180,1141403
2020-09-03,10245296875,1024530
2020-09-04,10511813477,1051181
2020-09-05,10169567383,1016957
2020-09-06,10280351563,1028035
2020-09-07,10369563477,1036956
2020-09-08,10131516602,1013152
2020-09-09,10242347656,1024235
2020-09-10,10363138672,1036314
2020-09-11,10400915039,1040092
2020-09-12,10442170898,1044217
2020-09-13,10323755859,1032376
2020-09-14,10680837891,1068084
2020-09-15,10796951172,1079695
2020-09-16,10974905273,1097491
2020-09-17,10948990234,1094899
2020-09-18,10944585938,1094459
2020-09-19,11094346680,1109435
2020-09-20,10938271484,1093827
2020-09-21,10462259766,1046226
2020-09-22,10538459961,1053846
2020-09-23,10225864258,1022586
2020-09-24,10745548828,1074555
2020-09-25,10702290039,1070229
2020-09-26,10754437500,1075444
2020-09-27,10774426758,1077443
2020-09-28,10721327148,1072133
2020-09-29,10848830078,1084883
2020-09-30,10787618164,1078762
2020-10-01,10623330078,1062333
2020-10-02,10585164063,1058516
2020-10-03,10565493164,1056549
2020-10-04,10684428711,1068443
2020-10-05,10804000977,1080400
2020-10-06,10621664063,1062166
2020-10-07,10679136719,1067914
2020-10-08,10923627930,1092363
2020-10-09,11079465820,1107947
2020-10-10,11296361328,1129636
2020-10-11,11384001953,1138400
