date,duno,open,max,min,close,vol
2012.12.05,00:00,21834.00,22315.00,21788.00,22315.00,15986
2012.12.06,00:00,22257.00,22349.00,22186.00,22204.00,13814
2012.12.07,00:00,22305.00,22381.00,22196.00,22240.00,14594
2012.12.10,00:00,22353.00,22384.00,22215.00,22243.00,14328
2012.12.11,00:00,22318.00,22421.00,22226.00,22275.00,12476
2012.12.12,00:00,22357.00,22519.00,22357.00,22497.00,12352
2012.12.13,00:00,22494.00,22571.00,22381.00,22425.00,11450
2012.12.14,00:00,22373.00,22650.00,22373.00,22608.00,13524
2012.12.17,00:00,22557.00,22586.00,22404.00,22477.00,13052
2012.12.18,00:00,22614.00,22614.00,22446.00,22489.00,13506
2012.12.19,00:00,22618.00,22687.00,22533.00,22606.00,11628
2012.12.20,00:00,22537.00,22666.00,22482.00,22637.00,12644
2012.12.21,00:00,22588.00,22617.00,22412.00,22468.00,13218
2012.12.24,00:00,22443.00,22581.00,22443.00,22552.00,5618
2012.12.27,00:00,22699.00,22791.00,22610.00,22642.00,9562
2012.12.28,00:00,22673.00,22707.00,22614.00,22630.00,10726
2012.12.31,00:00,22445.00,22677.00,22445.00,22610.00,6376
2013.01.02,00:00,22810.00,23267.00,22810.00,23170.00,12224
2013.01.03,00:00,23307.00,23407.00,23201.00,23402.00,12826
2013.01.04,00:00,23326.00,23333.00,23160.00,23275.00,14058
2013.01.07,00:00,23296.00,23353.00,23231.00,23313.00,14578
2013.01.08,00:00,23308.00,23309.00,23088.00,23132.00,15908
2013.01.09,00:00,23191.00,23249.00,23144.00,23205.00,12830
2013.01.10,00:00,23263.00,23489.00,23132.00,23311.00,14250
2013.01.11,00:00,23447.00,23447.00,23201.00,23263.00,16056
2013.01.14,00:00,23268.00,23425.00,23240.00,23355.00,15164
2013.01.15,00:00,23337.00,23525.00,23293.00,23367.00,16220
2013.01.16,00:00,23395.00,23395.00,23173.00,23366.00,16248
2013.01.17,00:00,23401.00,23528.00,23213.00,23346.00,17804
2013.01.18,00:00,23521.00,23611.00,23456.00,23573.00,16888
2013.01.21,00:00,23505.00,23638.00,23483.00,23590.00,14740
2013.01.22,00:00,23628.00,23690.00,23494.00,23669.00,15864
2013.01.23,00:00,23685.00,23714.00,23524.00,23620.00,14280
2013.01.24,00:00,23531.00,23690.00,23513.00,23595.00,16792
2013.01.25,00:00,23659.00,23690.00,23498.00,23573.00,14636
2013.01.28,00:00,23620.00,23736.00,23605.00,23647.00,13050
2013.01.29,00:00,23601.00,23691.00,23575.00,23652.00,12468
2013.01.30,00:00,23739.00,23929.00,23724.00,23752.00,12870
2013.01.31,00:00,23722.00,23760.00,23655.00,23723.00,11590
2013.02.01,00:00,23714.00,23741.00,23520.00,23727.00,13806
2013.02.04,00:00,23851.00,23954.00,23587.00,23596.00,13362
2013.02.05,00:00,23362.00,23408.00,23057.00,23060.00,16996
2013.02.06,00:00,23243.00,23372.00,23177.00,23235.00,14424
2013.02.07,00:00,23275.00,23289.00,23147.00,23179.00,14150
2013.02.08,00:00,23115.00,23275.00,23093.00,23207.00,13248
2013.02.14,00:00,23407.00,23461.00,23260.00,23420.00,10972
2013.02.15,00:00,23378.00,23457.00,23272.00,23427.00,9976
2013.02.18,00:00,23473.00,23484.00,23306.00,23339.00,12996
2013.02.19,00:00,23384.00,23453.00,23132.00,23165.00,14698
2013.02.20,00:00,23288.00,23306.00,23144.00,23228.00,12984
2013.02.21,00:00,23063.00,23063.00,22818.00,22874.00,14670
2013.02.22,00:00,22803.00,22855.00,22655.00,22769.00,13072
2013.02.25,00:00,22767.00,22867.00,22767.00,22866.00,13500
2013.02.26,00:00,22596.00,22773.00,22509.00,22559.00,15470
2013.02.27,00:00,22578.00,22651.00,22431.00,22529.00,15084
2013.02.28,00:00,22812.00,23081.00,22707.00,23059.00,15118
2013.03.01,00:00,22988.00,23003.00,22891.00,22933.00,13798
2013.03.04,00:00,22892.00,22963.00,22450.00,22551.00,17622
2013.03.05,00:00,22623.00,22674.00,22497.00,22500.00,15730
2013.03.06,00:00,22724.00,22815.00,22649.00,22724.00,14392
2013.03.07,00:00,22677.00,22848.00,22625.00,22770.00,15762
2013.03.08,00:00,22814.00,23257.00,22800.00,23140.00,15944
2013.03.11,00:00,23160.00,23257.00,23081.00,23092.00,14852
2013.03.12,00:00,23123.00,23275.00,22825.00,22826.00,17448
2013.03.13,00:00,22873.00,22901.00,22444.00,22470.00,17110
2013.03.14,00:00,22405.00,22583.00,22250.00,22550.00,17682
2013.03.15,00:00,22654.00,22765.00,22360.00,22401.00,19374
2013.03.18,00:00,22195.00,22206.00,21984.00,22110.00,17534
2013.03.19,00:00,22193.00,22223.00,21993.00,22017.00,18174
2013.03.20,00:00,21941.00,22287.00,21929.00,22255.00,18994
2013.03.21,00:00,22193.00,22392.00,22163.00,22246.00,17734
2013.03.22,00:00,22135.00,22246.00,22023.00,22120.00,16862
2013.03.25,00:00,22338.00,22376.00,22186.00,22238.00,16068
2013.03.26,00:00,22138.00,22324.00,22070.00,22255.00,17514
2013.03.27,00:00,22332.00,22526.00,22302.00,22437.00,15300
2013.03.28,00:00,22377.00,22378.00,22116.00,22315.00,18406
2013.04.02,00:00,22110.00,22467.00,22104.00,22377.00,16602
2013.04.03,00:00,22450.00,22498.00,22267.00,22330.00,16856
2013.04.05,00:00,22226.00,22230.00,21663.00,21666.00,18628
2013.04.08,00:00,21661.00,21768.00,21594.00,21644.00,19656
2013.04.09,00:00,21735.00,21971.00,21716.00,21816.00,19866
2013.04.10,00:00,21871.00,22168.00,21842.00,22165.00,17958
2013.04.11,00:00,22167.00,22268.00,22093.00,22146.00,17318
2013.04.12,00:00,22188.00,22232.00,21928.00,21936.00,17280
2013.04.15,00:00,22028.00,22067.00,21680.00,21736.00,21728
2013.04.16,00:00,21520.00,21842.00,21470.00,21641.00,23410
2013.04.17,00:00,21765.00,21789.00,21338.00,21343.00,22134
2013.04.18,00:00,21383.00,21631.00,21326.00,21469.00,22898
2013.04.19,00:00,21479.00,22049.00,21479.00,21969.00,21918
2013.04.22,00:00,21974.00,22142.00,21953.00,21999.00,19984
2013.04.23,00:00,22029.00,22110.00,21729.00,22029.00,22464
2013.04.24,00:00,22082.00,22192.00,21954.00,22150.00,20444
2013.04.25,00:00,22135.00,22555.00,22133.00,22535.00,22380
2013.04.26,00:00,22460.00,22690.00,22459.00,22515.00,20603
2013.04.29,00:00,22565.00,22715.00,22473.00,22710.00,2830
2013.04.30,00:00,22739.00,22865.00,22655.00,22720.00,3035
2013.05.02,00:00,22662.00,22763.00,22505.00,22718.00,3761
2013.05.03,00:00,22813.00,22988.00,22641.00,22986.00,3881
2013.05.06,00:00,22994.00,23013.00,22829.00,22903.00,3670
2013.05.07,00:00,22900.00,23251.00,22843.00,23209.00,3825
2013.05.08,00:00,23191.00,23305.00,23133.00,23293.00,3601
2013.05.09,00:00,23279.00,23335.00,23137.00,23150.00,3371
2013.05.10,00:00,23213.00,23316.00,23133.00,23232.00,3598
2013.05.13,00:00,23229.00,23258.00,22932.00,22977.00,3741
2013.05.14,00:00,23057.00,23179.00,22877.00,23071.00,4032
2013.05.15,00:00,23082.00,23154.00,22978.00,23055.00,3753
2013.05.16,00:00,23105.00,23163.00,22903.00,23068.00,4216
2013.05.20,00:00,23253.00,23517.00,23249.00,23458.00,3366
2013.05.21,00:00,23395.00,23443.00,23296.00,23310.00,3219
2013.05.22,00:00,23395.00,23458.00,23154.00,23343.00,2573
2013.05.23,00:00,23113.00,23133.00,22268.00,22574.00,5988
2013.05.24,00:00,22727.00,22797.00,22430.00,22463.00,4645
2013.05.27,00:00,22508.00,22754.00,22489.00,22676.00,3354
2013.05.28,00:00,22754.00,23026.00,22632.00,22993.00,3912
2013.05.29,00:00,22875.00,22882.00,22437.00,22441.00,4995
2013.05.30,00:00,22490.00,22638.00,22255.00,22521.00,11854
2013.05.31,00:00,22540.00,22568.00,22326.00,22348.00,11590
2013.06.03,00:00,22245.00,22596.00,22186.00,22236.00,10637
2013.06.04,00:00,22272.00,22337.00,22145.00,22242.00,10140
2013.06.05,00:00,22150.00,22165.00,21895.00,21900.00,11520
2013.06.06,00:00,21922.00,21970.00,21636.00,21679.00,10934
2013.06.07,00:00,21733.00,21798.00,21473.00,21704.00,13151
2013.06.10,00:00,21579.00,21708.00,21444.00,21522.00,10993
2013.06.11,00:00,21499.00,21624.00,21140.00,21209.00,11833
2013.06.13,00:00,21012.00,21165.00,20621.00,21140.00,14244
2013.06.14,00:00,21089.00,21168.00,20859.00,20861.00,11836
2013.06.17,00:00,20910.00,21300.00,20910.00,21231.00,11759
2013.06.18,00:00,21094.00,21229.00,20959.00,21213.00,11520
2013.06.19,00:00,21233.00,21233.00,20883.00,21029.00,12432
2013.06.20,00:00,20810.00,20810.00,20061.00,20140.00,14013
2013.06.21,00:00,19948.00,20389.00,19932.00,20006.00,13487
2013.06.24,00:00,19946.00,20120.00,19598.00,19599.00,14373
2013.06.25,00:00,19820.00,20136.00,19430.00,20061.00,16426
2013.06.26,00:00,19957.00,20455.00,19895.00,20407.00,12995
2013.06.27,00:00,20371.00,20747.00,20347.00,20599.00,12761
2013.06.28,00:00,20591.00,20820.00,20456.00,20674.00,14267
2013.07.02,00:00,20747.00,21036.00,20598.00,20686.00,13855
2013.07.03,00:00,20580.00,20580.00,20113.00,20249.00,14321
2013.07.04,00:00,20366.00,20658.00,20302.00,20650.00,12386
2013.07.05,00:00,20644.00,20875.00,20450.00,20490.00,13136
2013.07.08,00:00,20648.00,20734.00,20180.00,20704.00,13099
2013.07.09,00:00,20679.00,20792.00,20553.00,20738.00,11112
2013.07.10,00:00,20789.00,21076.00,20601.00,20872.00,13216
2013.07.11,00:00,21154.00,21530.00,21154.00,21429.00,12527
2013.07.12,00:00,21523.00,21539.00,21205.00,21213.00,10996
2013.07.15,00:00,21262.00,21394.00,21178.00,21298.00,10853
2013.07.16,00:00,21246.00,21396.00,21157.00,21345.00,10771
2013.07.17,00:00,21314.00,21542.00,21252.00,21454.00,11998
2013.07.18,00:00,21438.00,21478.00,21269.00,21468.00,9699
2013.07.19,00:00,21419.00,21448.00,21166.00,21400.00,11162
2013.07.22,00:00,21541.00,21556.00,21281.00,21458.00,9422
2013.07.23,00:00,21526.00,21969.00,21500.00,21865.00,10124
2013.07.24,00:00,21852.00,21983.00,21802.00,21872.00,9657
2013.07.25,00:00,21842.00,21954.00,21789.00,21831.00,9853
2013.07.26,00:00,21919.00,22025.00,21788.00,21812.00,9917
2013.07.29,00:00,21888.00,21946.00,21750.00,21829.00,9092
2013.07.30,00:00,21801.00,22037.00,21801.00,21912.00,9791
2013.07.31,00:00,21936.00,22080.00,21823.00,21912.00,10010
2013.08.01,00:00,21978.00,22220.00,21959.00,22175.00,9901
2013.08.02,00:00,22293.00,22323.00,22138.00,22281.00,9434
2013.08.05,00:00,22302.00,22303.00,21982.00,22008.00,8684
2013.08.06,00:00,21982.00,22065.00,21750.00,21750.00,9701
2013.08.07,00:00,21698.00,21869.00,21563.00,21609.00,10408
2013.08.08,00:00,21652.00,21800.00,21596.00,21624.00,9832
2013.08.09,00:00,21693.00,21884.00,21655.00,21852.00,9293
2013.08.12,00:00,21843.00,22306.00,21709.00,22294.00,10321
2013.08.13,00:00,22408.00,22617.00,22325.00,22473.00,10724
2013.08.15,00:00,22503.00,22708.00,22310.00,22349.00,10248
2013.08.16,00:00,22443.00,22667.00,22302.00,22527.00,12028
2013.08.19,00:00,22391.00,22554.00,22374.00,22422.00,10258
2013.08.20,00:00,22345.00,22483.00,21882.00,22011.00,12038
2013.08.21,00:00,21958.00,21989.00,21572.00,21662.00,11047
2013.08.22,00:00,21481.00,22014.00,21481.00,21989.00,11407
2013.08.23,00:00,21998.00,22083.00,21741.00,21930.00,11389
2013.08.26,00:00,21968.00,22141.00,21879.00,22059.00,10120
2013.08.27,00:00,21941.00,22001.00,21636.00,21670.00,12233
2013.08.28,00:00,21609.00,21670.00,21419.00,21547.00,12624
2013.08.29,00:00,21563.00,21768.00,21555.00,21759.00,10293
2013.08.30,00:00,21655.00,21763.00,21536.00,21567.00,10814
2013.09.02,00:00,21787.00,22292.00,21787.00,22240.00,9165
2013.09.03,00:00,22291.00,22477.00,22251.00,22270.00,10191
2013.09.04,00:00,22183.00,22436.00,22117.00,22433.00,10286
2013.09.05,00:00,22452.00,22695.00,22429.00,22593.00,10734
2013.09.06,00:00,22577.00,22864.00,22543.00,22808.00,11142
2013.09.09,00:00,22841.00,22887.00,22665.00,22824.00,10111
2013.09.10,00:00,22940.00,23121.00,22826.00,23103.00,9803
2013.09.11,00:00,23073.00,23112.00,22848.00,22911.00,9977
2013.09.12,00:00,22960.00,23048.00,22898.00,22935.00,9314
2013.09.13,00:00,22909.00,22956.00,22789.00,22928.00,9942
2013.09.16,00:00,23192.00,23323.00,23167.00,23288.00,7770
2013.09.17,00:00,23223.00,23246.00,23110.00,23174.00,8625
2013.09.18,00:00,23253.00,23253.00,23061.00,23122.00,8388
2013.09.19,00:00,23532.00,23572.00,23459.00,23478.00,6497
2013.09.23,00:00,23378.00,23466.00,23249.00,23266.00,5873
2013.09.24,00:00,23251.00,23310.00,23067.00,23218.00,8780
2013.09.25,00:00,23188.00,23261.00,23094.00,23155.00,8301
2013.09.26,00:00,23118.00,23238.00,23032.00,23141.00,8171
2013.09.27,00:00,23192.00,23345.00,23085.00,23099.00,7927
2013.09.30,00:00,22963.00,22966.00,22734.00,22826.00,7472
2013.10.02,00:00,22958.00,23135.00,22902.00,23018.00,7511
2013.10.03,00:00,23077.00,23243.00,23059.00,23127.00,6436
2013.10.04,00:00,23027.00,23246.00,22975.00,23202.00,6926
2013.10.07,00:00,23160.00,23160.00,22866.00,23052.00,7020
2013.10.08,00:00,22889.00,23236.00,22879.00,23106.00,9123
2013.10.09,00:00,22993.00,23069.00,22940.00,22952.00,7240
2013.10.10,00:00,23055.00,23201.00,22702.00,23180.00,8382
2013.10.11,00:00,23342.00,23408.00,23204.00,23299.00,8695
2013.10.15,00:00,23471.00,23492.00,23253.00,23331.00,6883
2013.10.16,00:00,23356.00,23366.00,23091.00,23320.00,9005
2013.10.17,00:00,23375.00,23381.00,22957.00,23120.00,9502
2013.10.18,00:00,23250.00,23438.00,23178.00,23373.00,9156
2013.10.21,00:00,23462.00,23558.00,23352.00,23417.00,8147
2013.10.22,00:00,23337.00,23556.00,23271.00,23474.00,8552
2013.10.23,00:00,23425.00,23499.00,22857.00,22884.00,11063
2013.10.24,00:00,22920.00,22938.00,22735.00,22754.00,11294
2013.10.25,00:00,22703.00,22828.00,22622.00,22734.00,10263
2013.10.28,00:00,22779.00,22859.00,22731.00,22757.00,8294
2013.10.29,00:00,22737.00,23007.00,22734.00,22903.00,8781
2013.10.30,00:00,22975.00,23299.00,22932.00,23239.00,7015
2013.10.31,00:00,23156.00,23259.00,23088.00,23158.00,8355
2013.11.01,00:00,23162.00,23330.00,23142.00,23260.00,8688
2013.11.04,00:00,23285.00,23318.00,23135.00,23257.00,5619
2013.11.05,00:00,22947.00,23132.00,22907.00,22927.00,6430
2013.11.06,00:00,23036.00,23123.00,22908.00,23075.00,8795
2013.11.07,00:00,23081.00,23113.00,22786.00,22873.00,9186
2013.11.08,00:00,22702.00,22814.00,22650.00,22657.00,9273
2013.11.11,00:00,22805.00,23158.00,22700.00,23039.00,9393
2013.11.12,00:00,23033.00,23113.00,22824.00,22853.00,9551
2013.11.13,00:00,22729.00,22729.00,22416.00,22489.00,9765
2013.11.14,00:00,22637.00,22680.00,22509.00,22584.00,8630
2013.11.15,00:00,22694.00,23304.00,22690.00,23302.00,10433
2013.11.18,00:00,23382.00,23938.00,23369.00,23873.00,10485
2013.11.19,00:00,23726.00,23900.00,23633.00,23775.00,9991
2013.11.20,00:00,23751.00,23851.00,23668.00,23737.00,9114
2013.11.21,00:00,23678.00,23704.00,23494.00,23618.00,10193
2013.11.22,00:00,23701.00,23760.00,23636.00,23700.00,10433
2013.11.25,00:00,23924.00,23924.00,23667.00,23683.00,9661
2013.11.26,00:00,23664.00,23748.00,23598.00,23615.00,7836
2013.11.27,00:00,23646.00,23850.00,23613.00,23847.00,7053
2013.11.28,00:00,23894.00,24000.00,23682.00,23779.00,8628
2013.11.29,00:00,23811.00,23946.00,23767.00,23946.00,7480
2013.12.02,00:00,23858.00,24107.00,23813.00,23956.00,9414
2013.12.03,00:00,23844.00,23980.00,23720.00,23760.00,9108
2013.12.04,00:00,23714.00,23819.00,23501.00,23569.00,11388
2013.12.05,00:00,23591.00,23737.00,23528.00,23684.00,9956
2013.12.06,00:00,23626.00,23854.00,23601.00,23828.00,9086
2013.12.09,00:00,24017.00,24036.00,23756.00,23829.00,7835
2013.12.10,00:00,23788.00,23837.00,23641.00,23649.00,7433
2013.12.11,00:00,23717.00,23721.00,23268.00,23318.00,9738
2013.12.12,00:00,23271.00,23331.00,23005.00,23057.00,9679
2013.12.13,00:00,23030.00,23322.00,22991.00,23169.00,9783
2013.12.16,00:00,23128.00,23340.00,22991.00,23336.00,9584
2013.12.17,00:00,23264.00,23268.00,23016.00,23053.00,8685
2013.12.18,00:00,23126.00,23247.00,22998.00,23133.00,8431
2013.12.19,00:00,23399.00,23424.00,22732.00,22835.00,11164
2013.12.20,00:00,22929.00,22954.00,22705.00,22927.00,10418
2013.12.23,00:00,22961.00,23006.00,22857.00,22962.00,7805
2013.12.24,00:00,22984.00,23239.00,22972.00,23218.00,3950
2013.12.27,00:00,23132.00,23328.00,23043.00,23317.00,6406
2013.12.30,00:00,23312.00,23389.00,23152.00,23301.00,7066
2013.12.31,00:00,23317.00,23376.00,23226.00,23305.00,3283
2014.01.02,00:00,23377.00,23481.00,23140.00,23207.00,8354
2014.01.03,00:00,23128.00,23128.00,22736.00,22828.00,9267
2014.01.06,00:00,22788.00,22788.00,22536.00,22657.00,9558
2014.01.07,00:00,22605.00,22771.00,22585.00,22765.00,8707
2014.01.08,00:00,22745.00,23062.00,22724.00,22934.00,10706
2014.01.09,00:00,22919.00,23032.00,22699.00,22801.00,10173
2014.01.10,00:00,22760.00,22996.00,22695.00,22988.00,11013
2014.01.13,00:00,23019.00,23162.00,22735.00,22828.00,9657
2014.01.14,00:00,22598.00,22884.00,22569.00,22773.00,10188
2014.01.15,00:00,22943.00,23034.00,22816.00,22981.00,9267
2014.01.16,00:00,23121.00,23121.00,22916.00,22965.00,8753
2014.01.17,00:00,22926.00,23296.00,22849.00,23130.00,10799
2014.01.20,00:00,23065.00,23103.00,22856.00,22904.00,8805
2014.01.21,00:00,23006.00,23158.00,22986.00,23071.00,9141
2014.01.22,00:00,22986.00,23134.00,22910.00,23037.00,9512
2014.01.23,00:00,23117.00,23142.00,22610.00,22623.00,11076
2014.01.24,00:00,22592.00,22645.00,22131.00,22203.00,11520
2014.01.27,00:00,22036.00,22052.00,21873.00,22016.00,11513
2014.01.28,00:00,21957.00,22076.00,21897.00,21985.00,9333
2014.01.29,00:00,22100.00,22220.00,21694.00,21736.00,9351
2014.01.30,00:00,21792.00,22032.00,21734.00,22030.00,4328
2014.02.04,00:00,21486.00,21621.00,21370.00,21543.00,9760
2014.02.05,00:00,21562.00,21571.00,21166.00,21233.00,11429
2014.02.06,00:00,21323.00,21528.00,21255.00,21524.00,9960
2014.02.07,00:00,21572.00,21742.00,21415.00,21707.00,10782
2014.02.10,00:00,21693.00,21693.00,21513.00,21563.00,9288
2014.02.11,00:00,21562.00,22031.00,21545.00,22007.00,9914
2014.02.12,00:00,22038.00,22407.00,21979.00,22405.00,10072
2014.02.13,00:00,22266.00,22303.00,22098.00,22153.00,10063
2014.02.14,00:00,22316.00,22441.00,22249.00,22411.00,9024
2014.02.17,00:00,22403.00,22608.00,22403.00,22544.00,8178
2014.02.18,00:00,22589.00,22617.00,22447.00,22580.00,8934
2014.02.19,00:00,22560.00,22730.00,22520.00,22610.00,9172
2014.02.20,00:00,22555.00,22759.00,22269.00,22393.00,10057
2014.02.21,00:00,22704.00,22704.00,22436.00,22615.00,9094
2014.02.24,00:00,22609.00,22620.00,22228.00,22404.00,9914
2014.02.25,00:00,22445.00,22537.00,22229.00,22274.00,9405
2014.02.26,00:00,22304.00,22505.00,22256.00,22317.00,7963
2014.02.27,00:00,22358.00,22866.00,22322.00,22765.00,10797
2014.02.28,00:00,22846.00,22998.00,22706.00,22921.00,10008
2014.03.03,00:00,22593.00,22766.00,22350.00,22440.00,10801
2014.03.04,00:00,22500.00,22830.00,22496.00,22790.00,10495
2014.03.05,00:00,22830.00,22867.00,22493.00,22520.00,9524
2014.03.06,00:00,22592.00,22780.00,22534.00,22741.00,10143
2014.03.07,00:00,22735.00,22831.00,22533.00,22561.00,9993
2014.03.10,00:00,22395.00,22395.00,22158.00,22222.00,6417
2014.03.11,00:00,22261.00,22350.00,22181.00,22288.00,5675
2014.03.12,00:00,22038.00,22044.00,21739.00,21799.00,9238
2014.03.13,00:00,21884.00,22036.00,21675.00,21679.00,9988
2014.03.14,00:00,21577.00,21643.00,21424.00,21446.00,10991
2014.03.17,00:00,21375.00,21565.00,21375.00,21517.00,9497
2014.03.18,00:00,21483.00,21675.00,21434.00,21627.00,9570
2014.03.19,00:00,21608.00,21616.00,21468.00,21527.00,8990
2014.03.20,00:00,21370.00,21465.00,21073.00,21182.00,10726
2014.03.21,00:00,21228.00,21681.00,21165.00,21673.00,10187
2014.03.24,00:00,21698.00,21870.00,21578.00,21724.00,10293
2014.03.25,00:00,21754.00,21915.00,21718.00,21828.00,8928
2014.03.26,00:00,21920.00,22014.00,21861.00,21974.00,9953
2014.03.27,00:00,21862.00,21945.00,21727.00,21890.00,10652
2014.03.28,00:00,21864.00,22216.00,21855.00,22199.00,9140
2014.03.31,00:00,22194.00,22228.00,22032.00,22214.00,8870
2014.04.01,00:00,22176.00,22503.00,22160.00,22448.00,9346
2014.04.02,00:00,22516.00,22575.00,22413.00,22532.00,9078
2014.04.03,00:00,22573.00,22761.00,22445.00,22470.00,9666
2014.04.04,00:00,22512.00,22748.00,22453.00,22698.00,9446
2014.04.07,00:00,22417.00,22510.00,22300.00,22380.00,8026
2014.04.08,00:00,22394.00,22700.00,22349.00,22698.00,10718
2014.04.09,00:00,22681.00,22951.00,22654.00,22785.00,9630
2014.04.10,00:00,22955.00,23402.00,22729.00,23326.00,13698
2014.04.11,00:00,23161.00,23231.00,22869.00,22980.00,11488
2014.04.14,00:00,22906.00,23109.00,22889.00,23105.00,9259
2014.04.15,00:00,23078.00,23101.00,22555.00,22559.00,10761
2014.04.16,00:00,22640.00,22870.00,22580.00,22713.00,10002
2014.04.17,00:00,22755.00,22821.00,22627.00,22786.00,8128
2014.04.22,00:00,22707.00,22821.00,22610.00,22755.00,8790
2014.04.23,00:00,22787.00,22809.00,22383.00,22423.00,9060
2014.04.24,00:00,22496.00,22576.00,22398.00,22455.00,8663
2014.04.25,00:00,22472.00,22559.00,22064.00,22068.00,9752
2014.04.28,00:00,22117.00,22359.00,22095.00,22106.00,7646
2014.04.29,00:00,22150.00,22541.00,22067.00,22494.00,9284
2014.04.30,00:00,22515.00,22518.00,22028.00,22097.00,9248
2014.05.02,00:00,22060.00,22309.00,22060.00,22249.00,7405
2014.05.05,00:00,22150.00,22305.00,21826.00,21918.00,8009
2014.05.07,00:00,21874.00,21909.00,21657.00,21754.00,9343
2014.05.08,00:00,21789.00,21938.00,21724.00,21811.00,8859
2014.05.09,00:00,21770.00,21917.00,21670.00,21865.00,9058
2014.05.12,00:00,21929.00,22456.00,21789.00,22367.00,10507
2014.05.13,00:00,22395.00,22415.00,22272.00,22404.00,7831
2014.05.14,00:00,22419.00,22715.00,22369.00,22641.00,9082
2014.05.15,00:00,22628.00,22821.00,22573.00,22586.00,8545
2014.05.16,00:00,22589.00,22784.00,22536.00,22769.00,9092
2014.05.19,00:00,22806.00,22808.00,22519.00,22756.00,9740
2014.05.20,00:00,22794.00,22924.00,22720.00,22824.00,9359
2014.05.21,00:00,22731.00,22938.00,22633.00,22938.00,9860
2014.05.22,00:00,22930.00,23071.00,22878.00,22955.00,9017
2014.05.23,00:00,22970.00,23010.00,22889.00,23000.00,7929
2014.05.26,00:00,23036.00,23163.00,22893.00,22971.00,5870
2014.05.27,00:00,22978.00,22984.00,22867.00,22949.00,7364
2014.05.28,00:00,22969.00,23194.00,22918.00,23004.00,8535
2014.05.29,00:00,23030.00,23195.00,22948.00,23052.00,8715
2014.05.30,00:00,23071.00,23190.00,22971.00,23142.00,9604
2014.06.03,00:00,23287.00,23349.00,23113.00,23225.00,7452
2014.06.04,00:00,23249.00,23249.00,23086.00,23130.00,6825
2014.06.05,00:00,23111.00,23203.00,23008.00,23157.00,7354
2014.06.06,00:00,23233.00,23237.00,22897.00,23004.00,8235
2014.06.09,00:00,23071.00,23212.00,23037.00,23208.00,6947
2014.06.10,00:00,23224.00,23376.00,23049.00,23287.00,7925
2014.06.11,00:00,23237.00,23260.00,23136.00,23183.00,6064
2014.06.12,00:00,23093.00,23233.00,23031.00,23144.00,6438
2014.06.13,00:00,23067.00,23410.00,23032.00,23319.00,8150
2014.06.16,00:00,23236.00,23347.00,23207.00,23250.00,6815
2014.06.17,00:00,23234.00,23258.00,23108.00,23198.00,6229
2014.06.18,00:00,23157.00,23319.00,23147.00,23186.00,6208
2014.06.19,00:00,23294.00,23328.00,23102.00,23211.00,6878
2014.06.20,00:00,23228.00,23296.00,23119.00,23130.00,6824
2014.06.23,00:00,23096.00,23433.00,22727.00,22788.00,8615
2014.06.24,00:00,22812.00,22931.00,22802.00,22926.00,7121
2014.06.25,00:00,22830.00,22934.00,22793.00,22881.00,7289
2014.06.26,00:00,22934.00,23227.00,22906.00,23141.00,6121
2014.06.27,00:00,23133.00,23273.00,23108.00,23207.00,7223
2014.06.30,00:00,23251.00,23349.00,22905.00,23185.00,7634
2014.07.02,00:00,23328.00,23605.00,23257.00,23569.00,8312
2014.07.03,00:00,23515.00,23602.00,23477.00,23599.00,7469
2014.07.04,00:00,23571.00,23611.00,23480.00,23541.00,4890
2014.07.07,00:00,23547.00,23571.00,23412.00,23507.00,6275
2014.07.08,00:00,23479.00,23559.00,23401.00,23422.00,6008
2014.07.09,00:00,23427.00,23427.00,23093.00,23195.00,7680
2014.07.10,00:00,23258.00,23273.00,22952.00,23047.00,7210
2014.07.11,00:00,23107.00,23338.00,23082.00,23216.00,8076
2014.07.14,00:00,23276.00,23488.00,23227.00,23451.00,7761
2014.07.15,00:00,23447.00,23488.00,23375.00,23406.00,6926
2014.07.16,00:00,23447.00,23629.00,23423.00,23585.00,7300
2014.07.17,00:00,23612.00,23612.00,23407.00,23475.00,7901
2014.07.18,00:00,23284.00,23487.00,23208.00,23480.00,8629
2014.07.21,00:00,23467.00,23493.00,23312.00,23325.00,6793
2014.07.22,00:00,23404.00,23886.00,23391.00,23874.00,9292
2014.07.23,00:00,23826.00,24059.00,23807.00,24035.00,8079
2014.07.24,00:00,24013.00,24219.00,23990.00,24197.00,8597
2014.07.25,00:00,24167.00,24255.00,24083.00,24204.00,7821
2014.07.28,00:00,24226.00,24505.00,24193.00,24426.00,9428
2014.07.29,00:00,24453.00,24803.00,24420.00,24789.00,6936
2014.07.30,00:00,24707.00,24929.00,24677.00,24751.00,9820
2014.07.31,00:00,24807.00,24901.00,24615.00,24617.00,9541
2014.08.01,00:00,24568.00,24743.00,24422.00,24554.00,11391
2014.08.04,00:00,24505.00,24686.00,24503.00,24591.00,9515
2014.08.05,00:00,24612.00,24698.00,24461.00,24566.00,9895
2014.08.06,00:00,24487.00,24581.00,24381.00,24478.00,10329
2014.08.07,00:00,24487.00,24507.00,24356.00,24372.00,10177
2014.08.08,00:00,24269.00,24517.00,24168.00,24470.00,11204
2014.08.11,00:00,24554.00,24742.00,24483.00,24735.00,8592
